ID,tweet,none
1337107232786407424t,LIVE FDA Advisory Panel Hearing On Pfizer Covid19 Vaccine  NewsNOW Fr  RealVirus FakePandemic NoLockdowns Recovery rate is over 98 in USA wout vaccination Get it if you want it but it should not be forced by government or businesses etc,0
1254108888422481920t, You have an enormous follow base    We know the media is corrupt in bed with the enemy they want socialism we know they want a bill gates vaccine for the Chinese Coronavirus   Please push how to outsmart them be steps ahead to save America   ,1
1253249360009351168t,     the vaccine industry and Bill Gates have taken overdo we still have a UK govt and democracy Is that too much to hope for,0
1261753613120143362t, BTW the vaccine Moderna is making the RNA vaccine killed all the animals they tested it in Theyre going to CHANGE the way your PROTEINS code for your DNA Your children will be irreversibly harmed Dont do it,0
1301589138366509071t,im really not getting the covid vaccine something just not right about it,1
1331608687803322368t,yall gonna be some pigs and get that covid vaccine or what yall probably dont pay attention to the important shit in life but they not injecting me with none tho i dont so strange things like that,1
1297166022118477830t,Russians Say Hell No Theyre Not Taking Putins COVID19 Vaccine  The Daily Beast  ,0
1361796543758630913t,    Then explain it to people who are convinced the vaccine stops them getting covid How can they make informed decisions to take the vaccine,1
1366074964198256640t,    nothing to do with the vaccine non vac and low vac countries all having same massive fall in cases and deaths,0
1303682009366052864t,Theres way too many players in the vaccine race That shit is like playing Russian roulette picking a winner wheres the insider trading LMFAOOOOO,1
1231456152875040768t, I didnt get the vaccine and Im old They might get me the soulless bastards,1
1312200981426266112t,The first human trials of the covid vaccine have startedlets take a look at what they want to inject in Us shall we Click on this link ,0
1382227794504081408t,RT Pausing the Johnson  Johnson Vaccine Makes Sense   COVID19  April 14 2021,1
1307671172599947264t,Everyone Ive spoken to apart from one person has said theres no way theyre receiving the covid vaccine theres gonna be some violent riots over this I can see it coming,1
1366042929274494979t, Have you seen the article in the Mail that states the vaccine could Cure CANCERS and other illness It should be removed immediately how on earth have they got away with printing this garbage to coerce people to get jabbed,1
1333546110464430080t, So am I classified as a covidiot if I refuse a vaccine because its my human right to do so Im a key worker throughout pandemic and remained safe thus keeping those around me safe also Not seen family or friends within restrictions Not visited anywhere other than food shops,1
1262491676569829376t,  They will be if there is Corona in vaccine grown in infected animal tissue When they meet Covid 19 or mutation theyll get very Ill Virus Storm Happened US military 2019 ,0
1125355893959405568t,   Thats kind of my point The fact that if you simply search for information online by typing Vaccinations into Google for example it gives a lot of provaccine info but suppresses info about antivaccine Thats censorship Not good,1
1354521361025216514t, If you can bottle that optimism up mate sod the vaccine youll make bloody millions ,1
1330967872718290945t,Is there a legal loophole to avoid the covid 19 vaccine Asking for a friend,1
1351838450706763777t, Cases data is propaganda WherewhenAgeSex data matters Died WITH Covid due to ANY CAUSE within 28 DAYS of a positive test  died from  How many died within 28 days of a vaccine Small print Manipulation,1
1329058025668304897t, TAKE this tweet down you have too much litigation to push our advertising  and NO I WILL NOT do you vaccine,1
1353573664671879168t,  Dont cash the relief checks or get the free covid vaccine either Then decide which is these programs should go first ,1
1365191517648920577t, I adore our Queen but respectfully I will be declining the vaccine GSTQ ,1
1324263515281084416t,WOW JUST WOW Nothing sells drugs quite like indoctrination from an early age Nice work Pfizer ,1
1320412764511342593t,So who exactly are these Santa Claus performers supposed to promote a COVID19 vaccine to Toddlers and children who have no comprehension whatsoever of what a COVID19 vaccine really is,1
1330782965685657601t, Thats also because unlike Oxford the other change the RNA cells of the body which could hamper the immune system in the long run A normal flu vaccine has 4050 percent efficiency,0
1327823070065733632t, JILL Please help us spread the Truth about Covid 19 and the Pending MANDATORY VACCINES     ,0
1329855410308665345t,  No one should take the Covid vaccine because it would be unfair to all those who have died from Covid,1
1312014421036802048t,Positive COVID test for the President and his wife is an EXCELLENT OPPORTUNITY for the world to see that HYDROXYCHLOROQUINE HCQ  ZINC PROTECTS against CV19 ILLNESS DR FAUCI RELEASE HCQ for CV19 use and STOP THE NEEDLESS ILLNESSES  DEATHS FROM CV19 VACCINES NOT NEEDED,0
1343072931799322624t,  Id rather die than get the covid vaccine I sure wont do it for 300 or 400,1
1365810920627310592t, AstraZeneca It is discriminatory to impose a 62 efficiency vaccine to part of the population and GIVE a 94 efficiency vaccine to others Canadians must be able to CHOOSE  ,0
1347916917219192845t,Only ifg they are as DUMB as the other sheeple who will take any Patients Are Refusing Pfizer Vaccine to Wait for the English One  via ,1
1320459584918622208t,I will never agree to a vaccine If they prepare for a single mass immunisation day run,1
1301346042173165569t,    We still havent had an accurate reply by CDC for cooking the books on the covid19 numbers They have lost all credibility I wont taking their advice or the vaccine,1
1344450735900033024t,A twodose vaccine that needs to be taken 12 weeks apart is absolutely shit Why is Australia relying solely on the Oxford vaccine  OxfordAstraZeneca auspol ,1
1339795696786935808t, Sucks for yall taking the vaccine then,1
1348640290853195786t,  It contains the vector  no one knows what that is Actually no one knows anything about the virus either  yet they have a vaccine FYI the vaccine in the UK Oxford does indeed contain the virus FYI This is the FIRST mRNA vaccine ever Longterm studies not done,0
1340757537176489984t,They better approve Johnson  Johnsons one dose vaccine because I will not take the two dose vaccines Third COVID19 vaccine may be approved in January task force official says  via ,1
1446213495662395397t,Washington Woman Died After Rare VaccineRelated Blood Clot A Washington state woman died from a rare blood clotting syndrome after receiving the Johnson  Johnson COVID19 vaccine state health officials said  7 2021  A Washington state    ,0
1377246066865795073t,    Even if i never had vaccine i wouldnt agree i think its so wrong,1
1365157639911432196t,Bombing Syria before he gets us vaccinated   ,0
1377964731491880966t,YIKES Scottish Womans Face Arms Chest Back and Legs Erupt Into Agonising Red Rash After Getting AstraZenecas Covid Vaccine ,0
1398557176281460741t,   Re Pfizer in addition to the usual Pain Redness Swelling Tiredness Headache Muscle pain Chills Fever Nausea CDC has received increased reports of myocarditis and pericarditis in adolescents and young adults after COVID19 vaccination ,0
1326146054945902592t,  Dr Rumack reveals Covid19 vaccine contains Dihydrogen Monoxide designed to embed itself withing your collagen cells to reprogram your DNA This allows the nanonbots to infiltrate your coding and give access to your brain thus allowing basic mind control and tracking Wake up,0
1344752063415246848t,Im NOT taking your damn vaccine your demon draught Keep your conspiracy out of my veins,1
1376210451068030978t,My mom want me to take the vaccine so bad  Im not with it,1
961785391530610688t,Just read such compelling research about the flu vaccine bringing on GuillainBarre Syndrome in known and unknown immunocompromised people and now Im scared to death Yikes fluseason vaccines,0
1350342353723133952t,Norway probes 23 elderly patients death after Pfizer vaccination Norway Pfizer PfizerBioNTech ,0
1325692755880841217t,I am not getting no fucking COVID vaccine idgaf ,1
1301286340580069377t,CDC Tells States How to Prepare for Covid19 Vaccine by Early November  I guess I wont see 2021 cause Im NOT taking this fucking vaccine Believe that Fuck these evil sons of bitches ,1
1373061561980317700t,Shortly after having the astra zenica vaccine boris johnson appeared bloated sweating profusely and looking like he was about to have a heart attack Luckily he didnt have any side effects to the vaccine,0
1340006590624239617t,All these TV doctors on MSNBC extolling these miracle vaccines against the COVID virus are NOT telling you that we still do not have enough vaccine to innoculate even 80 of Americans More likely we may have enough for 50 by JuneJuly and I will not take the AstraZeneca shot,1
1370135725312724992t,Urgent message from Robert F Kennedy Jr Avoid the Corona vaccine at all costs  via  Sounds,1
1260631560572657664t, Canada I know its foxalthough if theres even an inkling of Truth why the hell are we inviting the Chinese military into our country to test a vaccine for covid19 ,1
1304228126793367552t, I dont take the flu shot and Im not taking a Covid vaccine Ive been out and about working the whole time and been just fine,1
1333041615540203521t, See  Triggernometry Are We Being Told Truth About Covid19 Biochemist tells how and why our masks lockdowns and vaccines are HARMFUL to our bodies INEFFECTIVE AND UNNECESSARY See my comment for WHY we have them,0
1366085639863635971t,My entire life changed with one wordvaccine I then knew it was all about control Now is the time to optout anarchy agorism freesociety,0
1286604008937881600t,IT BEGINS ANTIMASKERS WILL SOON BECOME ANTIVAXXERS YOU WONT BE ABLE TO WORK SHOP GO TO SCHOOL WITHOUT THE RUSHED VACCINE WHICH WAS NOT EVEN TESTED IN ANIMALS Prime Minister Boris Johnson says on opponents of COVID19 vaccination antivaxxers they are nutsNUTS SKY,0
1330847797382422529t, Its actually 90 from Oxford too  you only get 90 coverage with 2 jabs with any of the vaccines Oxford are just saying you get 70 coverage after one of theirs Very badly reported by MSM but they are generally idiots,0
1439926046795653123t,  Im anxious that Pfizer say there own vaccine is safe No way in my mind How do ministers sleep at night,0
1344282981641367552t,  you should be banned from getting the vaccine or covid hospita care,1
1343666028094611458t, Has the CEO of Pfizer taken his vaccine shot yet I heard he said he doesnt want to jump queue When they chain him to a chair publicly and chook him the thing then we can consider,1
1374648388541636609t, Hi from Germany If it wasnt greed why arent you exporting vaccine to countries that havent even vaccinated everyone over 80 yet like Germany or any other country Why are you getting vaccine from the EU Greed is most certainly the reason why youre getting it,0
1365076920677904391t,Now that the queen wants me to take the vaccine Im like that fuck it no way Feel like shes gonnae kill me in a French underpass,1
1332305640975446018t,    Hardly independent you weasel good ol Gates has his tentacles in there too  ,0
1288953892286410752t, Is it true that the 4 vaccine companies that make all 72 doses on the CDC vaccine schedule are convicted felons that have paid over 35000000000 thats 35 billion dollars in fines in the last 11 years for fraud and criminal activity Robertfkennedyjr on Instagram for more,0
1413717082299117568t,Pfizer needs to take it easy with trying to push for a 3rd vaccine So many misleading studies out there right now regarding the effectiveness of the 2 doses especially with the variants Lets hope that profits arent behind this rationale for a 3rd jab so soon  ,0
1253700338516987907t, Has there ever been a vaccine for SARS or any Coronavirus Why would the media and Dr Fauci say 1218months You are on the right track with AB testing and plasma therapeuticsGo team Jake,0
1374110099015274503t, I plan on never being vaccinated for anything EVER,1
1337371059197251584t,Vaccine Reaction They want you to take this vaccine while Pfizer former CEO Putin Elon Musk and many other famous personalities have denied to take vaccine So now please for go for it and become zombies of NWO ResponsibleTourism IndianChronicles ,0
1332411366548926464t, The death is always in the treatment for these nuts Fauci killed thousands with AZT Magic Johnson is still alive because he was smart enough to stop taking Faucis cure The COVID vaccines will be the real killers Same sht different decade,0
1350821851396796419t,fuck covid ill never allow any doctors to use the vaccine on me im like already having several mental breakdowns nowdays because i know that my mom is getting vaccinated on tuesday,1
1336746445421113344t,Go on TV and tell me why Pfizer is protected from recourse of the adverse reactions of Covid 19 Vaccines  WHYCovid,0
1334063628417286144t, note also those involved incl Modernas chief physician have warned injected vaccines protect recipient without necessarily preventing asymptomaticshedding infection  which strongly undercuts any case for compulsoryuniversal shots at least in a highchoice system like US,0
1355230522214129667t, To a chorus of hysterical shrieks similar to those heard when we chose not to join the vaccine cluster fuck,1
1376878629347590146t, It would have made more sense to offer everyone free doses of Vitamin D C and a multi vitaminmineralherbal complex prior to racing headlong into mass vaccination Basic affordable supplements are proven preventatives amelioratives and curatives vaccines not necessarily so,0
1333554444898885634t,Tired of hearing about corona and vaccines Absolutely tired,1
1253454175238840321t,I have no problem with that you cant pay medeplorable chillyenough to take a vaccine,1
1280489305534758914t, Yeah I dont think so  following the gates Foundation,1
1322467326990700545t, But they now give the flu nasal vaccination live virus to kids to create herd immunity because the elderly wont take their flu vaccs Im not a believer in sacrificing the young to save the old shielding should be for the elderly and vulnerable only and leave others free,0
1333072026991378434t,   I dont think people should take the Covid vaccine  It would be so unfair to all the people who have already died,1
1363982972471422983t,   I am a teacher And Im afraid that I do not wish to be vaccinated,1
1376587566690996226t,  I think that is true of everyone that gets infected I have not had nor do I intend to have the vaccine and I am not a BAME If I become ill I would stay at home anyway as I always would have,1
1364894339189657600t,   Yes the vaccine is rubbish Just like the flawed PCR test which in Jasons words is a bit rubbish,1
1292113802142584834t, Im leery of the Moderna one for obvious reasons,0
1376145799520907269t,   Idk You said you dont catch Covid if your vaccinated But according to science you can still catch and spread it afterwards So youre incorrect,0
1344744356134023168t,Would you take a vaccine that is financially backed by the same guy that wants to dim our Sun by spraying sulphates into our stratosphere Think it through as you listen to his backpedaling on his vaccine   ,1
1367251944553787394t,If you are thinking of taking the vaccine better check this out and research it  COVID19 vaccine vaccinations TheVaccineIsSafe mRNA VaccinesWork Pfizer ,1
1407351670334443528t, Why do u think these vaccines are amazing Do u know if they work or just going by what they told you Have you had a post vax bloodtissue test to see if u now have B and T cells primed to detect and defeat covid Why did pfizer tell everyone not to get a post vax blood test,0
1413314604252352514t,     I was talking about mortality risk from AstraZeneca vaccine,0
1268204885566263299t,If its a mysterious company Gates is involvedwhich means Smithers is involved BigPharmaFraud FireFauci investigatebillgates,0
1283547031437541376t, Um Ill keep my RNA unadulterated thank you very much,0
1376889439088222219t,   Are you vaccinated If you are why do others need to be vaccinated for you to be around them This logic is incredible,0
1370381129073704961t,Keep seeing covid vaccine ads im straight ion trust it,1
1440056687642099717t,Pfizer forecasts 26bn of Covid19 vaccine revenue after firstquarter success  via   And ZERO liability Wholl be laughing all the way to the bank then,0
1392984249997807618t,Sinovac was found to have contraindications  a sign that a vaccine should be discontinued due to harmful effects  for such women ,0
1343539721339854849t,  Yeah it will stay so they can keep making billions thats their new cash cow,0
1368095230570897411t,VAERS 58 yoPfizervaccine VaccineDeaths Necrolysis Extensive subepidermal bullous formation with  mixed inflammatory infiltrate  in the larger of the two skin fragments  the smaller  shows diffuse epidermal necrosis ,0
1264350659995992069t,  Told ya the vaccines were right around the corner  Vaccines coming out the yingyang  Anybody up for a game of Russian Roulette ,1
1289100690585878528t, This is exactly what Ive been thinking There is something nefarious about this mRNA vaccine Its pretty clear Most likely to do with eugenics,0
1355646231129808900t,Fuck that Its not faux outrage Inject them with corona not a vaccine,1
1328320841294213120t, Its time to Expose the Truth about Covid 19 and to Rage Against The Mandatory Vaccines  ,0
1344386356236189703t,   Why are they pursuing a vaccine whose clinical data has not been released Our healthcare workers are not be to made Johnson and Johnson guinea pigs,0
1254193946848366593t, Why are professional doctors who have taken the Hippocratic Oath allowing Antichrist Bill Gates with no medical credentials to take over such a huge responsibility for producing a vaccine Why are they standing back when theyre fully aware of his population control agenda,0
1355336421989634049t,  Except multiple sources have said that the vaccine never went through the full testing procedure because the FDA was under pressure and rushed it out ahead of schedule,0
1284884329978527744t,  It seems to go together with the transgenic agenda use DNA human cell  Innovio  or reprogrammes RNAm  moderna  both this new generation of vaccin aimes ar genetically create irreversible change in the han body under the excuse to save mankind from Covid Happening now today,0
1321112366399000577t,  That doesnt sound like good news for a vaccine either ,1
1323437393056333828t,Vaccines are Russian Roulette All risk and no reward,1
1293517763944751104t,The newly released COVID vaccine in Cloverville has killed 18000 people by solidifying their hypothalamus pineal chondrocytes,0
1268681837922209800t, Theres no  people who are educated about the very real dangers of vaccinations could stop his plan from working about it We will stop it VaccinesKill Billgatesmurderer,0
1366487902818082822t,2030 year olds who would never think twice about getting a flu jab are about to rush to get a covid vaccine at the behest of the government so they can get a week abroad and tell you how good it is to be free,1
1321693840772718592t,  COVID vaccine can never be developed It is a big big farce DO they have any vaccine for common cold No Common Cold is also caused by Coronavirus,0
1353808007096905728t,This is the depopulation agenda folks People are dropping like flies from this vaccine and or being maimed or damaged Some affects will be short and long term,0
1362332544948125704t, Its a choice It takes around 5 years to finish the trials of a vaccine Will you wait for 5 years in lockdown Why arent they also protesting on the efficacy of lockdown has it been tested anywhere to work against COVID LoL,0
1265665193859788801t,Tells you all you need to know about the viability of the  vaccine ,1
1354217084524261378t, Good job curing sick people with new treatments is the way to go Screw the vaccine its useless by the looks of it on older people,0
1426813689475125255t,   Absolutely agree to David Bull Just see what Mike Yeadon who was vaice president at Pfizer for 16 years has to say about these vaccines before blindly asking for vaccination of others Watch from 3010  ,1
1320584533809471488t,Ill be skipping that Covid vaccine for now  dont  me,1
1299419283169177601t,   Chinese military is where its going to be used Also Russia has done the same thing with their vaccine,1
1446233902599786501t,At this point any procovidvaccines normie should start questioning a bit or at least hold off their plans to get vaccinated If you dont then Im sorry to say you are objectively either dumb or reckless Moderna CovidVaccine Ontario ,1
1096398669589479424t,   Which claim are you suggesting is unsubstantiated Any google search on vaccine risk or severe reaction provides a plethora of background Those in power would call it anecdotal because science hasnt stepped up and focused on resolving this very real issue Personal experience,0
1313095535923015680t, So you are hedging that the oxford vaccine will be viable in the spring as projected So when it isnt what then Why is the action level for this virus 100100000 But every other outbreak is 400100000 WhyAreTheyDoingThis,0
1375480451972890627t,        Reputation is not that easy to save  My friends in Europe say they will not get AZ vaccine as they do not trust it anymore but that is what mostly offered there Sadly their sloppiness may cost lives,1
1355859549752881155t,    Peter it sounds like you are the perfect candidate for the vaccine Please do the world a favour and take yours Have mine too Take a free Darwin award on your way ,1
1339647893272182792t,  Our county point blank told us we will NOT be receiving any vaccines in the near future Pfizer hasnt sent any to us,1
1255464061250265090t,     You talking with me If yes we will not need a vaccine and probably will never succeed making one for this strain of Covid19,0
1338151623047188487t,So we have the founder of Pfizer Charles Pfizer and our own deep state  Paul Ryan What in the actual fuck Everyone share They wont be able to walk down the street Anyone wanna take  vaccine Lol ,1
1377911815313752070t,  my brother is very ill after his Oxford vaccine this is a scandal being hushed up,0
1377157048312365056t, Because if he had any kind of balls he would stop this whole bs vaccine rollout This whole C19 thing is a farce Not even the dummies are buying into it anymore,1
1283593631694295042t, That includes this Moderna vac If they had the real key their execs wouldnt be doing this ,1
1314962863220387840t, I was looking for that study too Refused flu vaccine as I always do for daughter and her doctor wanted a reason I said research on covid risks and symptoms and she did not believe me I wanted to send her link,1
1375762280697143297t,     Overheard two guys while waiting for my sushi take out tonight talking about their vaccines like they were discussing new Nike shoes I couldnt fathom their mentality Fully masked up on an almost empty street  chatting about getting their vaccine like its on trend Strange,1
1343014295538380801t, A VIDEO EVERY American should see MANY WILL HAVE TO LEARN THE HARD WAY NOW she knows but its too late Damage DONE Pfizers CEO Albert Bourla hasnt gotten his  vaccine yet He KNOWS DO YOU,1
1299518628858155008t,Coronavirus vaccine on track for FDA approval by end of 2020 says Operation Warp Speed official  I dont give a damn Im NOT taking it  ,0
1355164450056073222t,Now Johnson n Johnson got a fucking single shot vaccine  Foh,1
1336622477712236544t,    However Pfizer are still indemnified from any adverse consequences There is no positive spin that you can put on this ,0
1251000898890981381t,   Dont get the vaccine when its available Play Russian Roulette,1
1326151790270836738t, NopePfizer made this very clear And why would you support the fast tracking of a vaccine when you didnt even think the virus was an issue Enlighten me,0
1365528877376933896t, I hear you I understand you I dont know if I want it Im terrified I did hear on the news today something about Johnson and Johnson coming up with a vaccine that you only need one and it doesnt have to be kept as cold Im scared too,1
1377277282608369669t, funny that Sunny blocked me She is a hate spreader liar coward Uses platform but cannot allow others to comment Stop calling we who dont want vaccine Trumpers YOU r the reason for discord amongst us,1
1377980203515965442t,  Why in the hell do I need a vaccine if I have already had COVID Did we suddenly change the rules of science COVID is a virus Viruses mutate The vaccine is not a guarantee you will not catch COVID again Quit pushing the vaccine as the answer,0
1329018921219887104t, I have had all my vaccinations but why as a healthy 20yr old should I take a rushed vaccine Wonder why India has such low covid fatality rates Because they are the largest producer of HCQ and prescribe it to treat corona scam Only the vulnerable should vaccinate in THIS case,0
1334982168091746306t, This is what worries me about the Moderna vaccinekeeping enough 80s running,1
1333340622418227201t,Very important read especially given the death rate of 03 attributed to the virus This clearly imo renders Covid 19 vaccines as experimental under International Treaties relating to the treatment of human beings,0
1328467398140293126t,Im not taking the Covid vaccine   Im not wearing a mask  Its my body its my choice   My give a damn about how you feel is busted,1
1357484621542268928t,Thats a complete no for now on the OxfordAstraZeneca vaccine from Swissmedic Switzerlands drug regulator HT Hilda,1
1340674812860116993t, I mean yay vaccines and all but lets not forget that Big Pharma is not a resistance hero Pfizer has lots of ED and other drugs to sell to Fox watching geezers and Id guess that the profits from those far exceed vaccine s,0
1217272355040395266t,  And shes probably never studied a vaccine insert,1
1280531507707367424t,You got me fucked up if u think Im taking that fucking corona vaccine aka the mark of the beast,1
1298008862361096192t,Religious leaders question ethics of Oxford University developing coronavirus vaccine using cell lines from aborted foetus Sydneys Anglican Archbishop has written to Scott Morrison over concerns about a potential COVID19 vaccine ,0
1334926675902074884t,Things I will do to avoid the covid vaccine Voor jy in jou panty poef ek is nie anti vaccine nie Net anti covid bullshit,1
1302750347291578369t, I am horribly concerned releasing a vaccine before its ready What is the medical impact of a vaccine that is not proven Could COVID19 spread faster with a vaccine that is not fully tested and proven Your thoughts,0
1330657973195202561t,     Fine you take the vaccine then personally having had Covid19  recovered I wont by choice for the foreseeable future,0
1353670135400210433t,Misleading info Vaccine is not safe Governement is lying Etc etc Questioning Is it safe Is it tested properly,0
1376509348004962308t,  If anythings embarrassing its a willingness to degrade oneself by wearing muzzles and being vaccine guinea pigs Well see which faction survives the next 510 years Folks who mindlessly obey will optout of the gene pool,0
1251244593959579648t,Listening to why governments want to fast track vaccine trials for CoVid 19 lets take a look at the people involved with the fast tracking drug trials for HIVAIDS 3 people pushing to find a cure was Birx Fauci  RedField     ,0
1354273047189086211t,  Wheres your vaccine buddy Best prime minister couldnt make time to set up a call with the CEO of Pfizer He could give less of a shit about you You arent even a pawn in his game of chess Open your damn nostrils and smell the air oh wait youre locked in your house,0
1293617957877186569t, What  Inovio was the first and the only one to have a coronavirus vaccine  ino4700  They were pushed to the side  Moderna needs 80 cooling  100 side effects  protection lasting 34 months  Are you gonna take it ,0
1334502843173253121t,Blackmail of the worst kind If you are not well how can you have a corona vaccine But not a flu one,1
1296425396758511616t,Dr Bill Gates If 30 60  of Americans get corona virus vaccine expotential threat will stop Is he starting with the Oligarchic few and is it still 3 a pop inquiring minds wants to know just cant wait to begin filling his coffers What an incorrigible fellow,0
1299287956658716672t,    is the most corrupted doctors ever witnessed on earth since Dr Mengel Nazi Test of coronavirus came back positive on parrots sheeps watermelons billgates is financing non doctors organisation like Moderna and trying to call himself humanitary helpers ,0
1331053047171133441t,Now they know we NOT about to accept this COVID vaccine As for the me and mine we wearing masks and keeping to ourselves Yall can have that,1
1255660499389349889t,This is funny I dont give a shit who comes in first Cold day in hell before I take it Dr Marty Makary US is neckandneck with China in race for coronavirus vaccine ,1
1354911412485689344t,I cant with all these vaccine names ,1
1320823271697256449t, Right now I am far more afraid of this Vaccine than I am of Covid Transparency is a good thing,1
1350197661752811522t, Vine You cheeky sod How DARE you call people fearmongerers who state FACTS about vaccine Pfizer ADMIT fertility effect unknown YOU are the scaremongerer You get me on your programme NEXT WEEK and well have it out pal Right Say the word and Ill be on the blower pronto,0
1264539283857108994t,   We need to start asking those in charge if most Covid cases are mildassymptomatic and majority of deaths are in care homes why all the extra public health measures social distancing  ppe and vaccine propaganda Ask about herd and natural immunity vs vaccine immunity,0
1286185118286012417t,   Saucy Got some sauce to go with that Everything goes down better with yummy sauce Just so were clear Gates patented Lucaferase covid vaccine,1
1366093832694169601t, Maybe hes not actually getting the vaccinemaybe hes uncapping it in this picture maybe he already received it in private to make sure there was no reaction and this was the photo op I dont have enough information to have an opinion based on this picture alone gasp,1
1141845640185561092t, Yes I once commented in a vaccine thread that some people with Lyme risk relapse from vaccination and mentioned a friend who was the sickest Ive ever seen after a flu shot People went nuts I cried and then blocked,0
1334801216484806656t,  Its ok talking about the vaccine but those who have it will be the ones who are testing it what happens if those who have the vaccine and die because they caught and spread Covid you cant sue the company as the government has given them a free pass nor can you sue the 12,0
1344738952096440320t,  Why did pfizer bother with clinical trials then if the UK authorities are going to mess about with the parameters after the fact anyway I understand the logic but it doesnt detract from the fact they are using the vaccine in an untested and unapproved manner,0
1287196407045054466t,NO THANK YOU I would rather die Chinese Covid19 vaccine candidate shows promise in animal tests heads to human trials  via ,1
1336983441762439168t,CovidVaccine we do not want any vaccinewhy gov is admentits not vaccine its poision to kill human and humanity ,0
1374807602564112389t,  I dont trust a thing the US Gov is up to no good In particular the cover up of this virus being manmade and is being used as a tool to diminish the populationIm anticipating this virus and vaccine will impact folks of color the most Gates and Fauci are up to no good,0
1392227552853385222t,Teen Hospitalized With Blood Clots in Brain After First Dose of Pfizer Vaccine  Childrens Health Defense ,0
1374547104580956165t, Forget the numbers If it was that deadly you wouldnt go out Its that simple I work for 872 an hour in a shop 6 days a week Dont wear a mask when Im out shopping Dont sanitize Im fine The only Russian roulette is with this vaccine People are brainwashed,1
1364656636602769413t, My sis gets the Astra vaccine next week And my mom got invitation for it today My sis works in dentist my mom at kindergarten so they have to kinda get vaccined But the vaccine is sht However germany mainly use that cause its cheaper ,0
1335062192744525826t, The Hill  5m If still you get vaccinated you are straw headed Pfizer chairman Were not sure if someone can transmit virus after vaccination ,0
1414713706513158147t,The US Food and Drug Administration on Monday added a warning to the fact sheet for Johnson  Johnsons JNJN COVID19 vaccine saying that data suggests there is an increased risk of a rare neurological disorder in the six weeks after inoculation ,0
1327198165230104577t, Remind us how many sharks will die for a covid vaccine nobody wants,0
1336935915600666625t,My aunts Gertrude had the COVID vaccine and 12 hours later she was dead In the minutes before she died she turned fluorescent blue and he head spun around several times We need to spread the word This vaccine isnt safe fakenews covidiots microchips,0
1376533389268897795t,  Congratulations Elderly dying off following vaccination and you want to make it difficult to work and enter establishments with being vaccinated ,0
1329866838440771584t,I have a sincerelyheld religious belief that prevents me from taking a  vaccine,0
1337773643389079554t, The population reduction plan is probably already startingthis Covid vaccine will probably give everyone who gets it cancer,0
1377235995553320963t, Quite ironic when Im that hairdresser who runs their own business however not vaccinated myself,1
1341165831959527424t, Regardless this obfuscation and bizarre PR nightmare clean up tactic will make the mast pro vax crazy skeptical Nice going Pfizer,1
1288967987123429376t,    Stick your virus and your so called vaccine No way am I letting you put that shit in me,1
1286621796549177344t, So we all get the flu vaccine and a totally different strain comes along and screws us over THEN Covid mutates and we all lose an ear,0
1254841924109758464t, No more Chemtrails no 5G no test no Vaccine and open our beaches and parks,1
1398655445376585734t,Did Pfizer Fail to Perform industry Standard Animal Testing Prior to Initiation of mRNA Clinical Trials  Adverse Reactions COVID19 Deaths Lipid Nano proteins mRNA Vaccine ,0
1365622734051569669t,  There is the law and there is personal choice I dont wear a mask within the law and I chose not to have the vaccine Others choose differently I think mask wearing is misguided and I think the evidence supports my view,1
1302073514208432128t, We are the guinea pigs for testing the Chinese virus The people who have minimal Covid 19 affliction are to be used as testing tools Is this not a stupid idea This is not adding up the vaccine ought to be used on Chinese Spanish French English and Americans before Africans,0
1344726301232541696t,     Honestly man I dont care I will NOT wear a mask in open areas I will NOT take the vaccine You do you be scared,1
1374070362284113927t,This is also true But Krispy Kreme bribing folks to get vaccinated for their health is still utterly asinine,1
1309323809502171136t,I will not get a covid vaccine idc if Donald trump says its the best thing in the world I will never wear a mask unless the business I attend wont let me get in its called common sense try it sometime,1
1349776437671198721t, Covid cells in your body are as common as the flu Everyone carries them and most people are not affected by Covid Forcing entire population to take a vaccine that has side effects and potentially causes birth defects and sterilization is insane My body my choice No thank you,0
1370171714160713734t,A 39yearold healthy single mother from Utah died four days after  second dose of the Moderna COVID19 vaccine family said that Kassidi Kurill had more energy than most people around her and was a happy person with no known health problems ,0
1365011652719095816t, Ive learned not to believe a word of what is said about the vaccine rollout Hearing too many negative stories sadly ,1
1333514297469775872t, Whatever happened to a persons medical history being private Do they get to override religiousethical beliefs on the contents of this vaccine Many questions that need answering before state sponsored discrimination starts,0
1367149912207589380t,To all my friends read carefully before taking the COVID vaccine ,1
1393415367163211776t,Search Results from the VAERS Database 74y Moderna Vaccinedeath 1 day after vaccination Patient was found unconscious without a pulse Patient remained in asystole without pulse or respirations despite CPR ,0
1285600485169336321t,  Buahahahahaah wouldnt ever volunteer for moderna trialno thanks,1
1353629933688520705t, please tell us 1 Why does Big Pharma carry out drug clinical trials 2 Why arent you following its advice 3 Are you aware that the PfizerBioNTech vaccine experimental biological agent is based on entirely new technology,0
1295505817152770049t, Moderna is the reincarnation of IG Farbenthe German company that produced the gas used to kill jews in the concentration campsGeorge Soros was involved in the restructuring,1
1339756044583661569t,Why should we take the vaccine when not even the CEO of Pfizer will,1
1287468854738788352t, There is a flu vaccine that covers 3 of the flu Tell me how thats effective There will be a blanket covid vaccine also like the flu that worn cover much because its different in everyone you cant make a vaccine for a virus and have it be fully effective Science,0
