ID,tweet,unnecessary
1376943210325499909t, Its better for your body to learn to fight it than to be vaccinated against it What no one wants to say out loud is that the US is so fat and that allowing that to happen means a lot of death This is a culling virus it kills the unhealthy Stay healthy youll be fine,1
1315272853835722752t,If the apparent vaccine for covid doesnt contain something evil then why would they want every adult and child to take it when the average death age of covid is 82 Ask yourself that,1
1369833791758405634t, Not taking that damn vaccine Id rather get Covid again and get my own antibodies,1
1350893595088322560t,Interactions information for the ATRAZENECA COVID 19 VACCINE Clause 62  In the absence of compatibility studies this vaccine must not be mixed with other medicinal products  So having your second jab with another COVID 19 vaccine is a bad idea ,0
1370777637979889667t,Better critical analysis of COVID19 data would help Cases data is being used as propaganda Died with data is nonsense  Hospital infections  care homes in crisis  Died within 28 days of a vaccine data Lockdowns will be far more devastating than Covid,1
1338528470465474561t,Medical Ethics of First Do No Harm will be violated For over 99 of people the risk of harm from the vaccine will be far greater than the virus It is ludicrous to vaccinate the entire population for a virus with a 999 survival rate CovidVaccine ,1
1300309448460623874t, In my state it says no Covid cases for 30 days or 40 of the population vaccinated This means never to me,1
1303373706023100417t,      Remember Moderna is involved with a vaccine that has never been proven and alters the human DNA I will not take any vaccine They are dangerous and whats in them is suspect,1
1288147413040013314t,   Bill Gatesplain and simple There are cures for covid which are being suppressedkeep us in fear to take their vaccine Bill gates wants to reduce the world populationso why would this vaccine be beneficial to our health Covid has over a 99 survival rate,1
1371631074607034369t,At least seven European countries have now paused AstraZenecas COVID19 vaccine following several reports of blood clots in the brains of people who had been vaccinated though health authorities continue to have no evidence the vaccine was responsible ,0
1344738952096440320t,  Why did pfizer bother with clinical trials then if the UK authorities are going to mess about with the parameters after the fact anyway I understand the logic but it doesnt detract from the fact they are using the vaccine in an untested and unapproved manner,0
1377308322789920775t,In case it isnt obvious this paves the way for requiring children to be vaccinated before returning to school I am not injecting my kids with experimental crap for a virus that has no effect on them,1
1364515788753940480t, I wont be getting a vaccine and your company wont be getting used by millions of people  ,0
1334055846880415745t,     You STILL havent answered the key question What about ADE BTW the IFR for Covid19 is 01502  analogous to influenza Why the need for any vaccine,1
1339583474055794692t, People are not interested to PFIZER vaccine Dont push Stop fake news,1
1291838807189278720t,  MSM PHARMA CDC even FDA are endorsing a vaccine while censoring positive information regarding Hydroxychloroquine results treating patients Ill pass on this vaccine  Too  much censorship makes me believe that Hydroxychloroquine is the best available treatment for COVID19,1
1373659357238468616t, Thou shouldest rather put thy mind to the assumption that the vaccines be safe Not short term Long term To what has happened in animal tests with every previous attempted corona vaccine and why todays have not been tested on animals The future may be bleak,0
1354003281924804608t,  Selling a vaccine that many people DO NOT need will make so much more PROFIT than a treatment for the 03 of people who might need one or a preventative supplement Create a pandemic sell the cure 99 of people will recover  build natural immunity Vaccine Covid19UK,1
1361779463873318913t, And you think long term effects from covid dont exist If true the 520 odd deaths from the vaccine from 15 to 20m people is what percentage compared to deaths from covid to people who contracted it Do the math,0
1439900445745553410t,Leading US Corona Researcher Pfizer vaccine kills more people than it saves ,0
1263063748501217281t,  People that have had Covid do not need a vaccine Young people do not need a vaccine So l hope it will be offered on a voluntary basis,1
1406767122135535616t,A vaccine that does not work the most vaccinated place on earth and guess what  Israelis get angry who brought the Indian Takeway in cheap labour  bad vaccines PfizerVaccine is as much use as a chocolate teapot,0
1404293217995034629t,Pfizer PregnantWomen BreastfeedingMothers The vaccine has not been studied in lactating women Very little data are available to assess vaccine safety in pregnancy ,0
1414269193743216641t,   It is Ive spoken to someone who worked on the Moderna vaccine and she says natural immunity is stronger,1
1355176268879306752t, Vaccinating young people 40 with 0005 risk from covid exposure  mostly mild  asymptomatic is more about profits than health Get the vulnerable  high risk vaccinated 2 doses The long term effects of lockdowns will be far more devastating than Covid19UK ,1
1285682205671522304t,  Listen to renowned experts having different opinion than current discourse about Covid also  As such 2348 seroprevalance rate means case fatality rate is 008 and no need for vaccine as its not a deadly virus,1
1377362929679441922t,Reaction To COVID19 Vaccine Caused Mans Skin To Peel Off Doctors  CovidPassport COVID CovidVaccine COVIDSecondWave Covid19 chinavirus chinesevirus kungflu CCPBioweapon coronavirus CoronaVirusUpdates VaccinePassport vaccinerollout,0
1363924500652437510t,  It is an experimental vaccine only authorised for emergency use It is illegal under international law to coerce people into taking it This country needs to move on and open up but Johnson wants CV19 to drag on 999 of healthy 60s fully recover  do not need a vaccine,1
1244049768222990336t,  There is no exit plan I believe there is a vaccine but will only be realised when the time is right however dear knows when that will be What will be in the vaccine worries me,0
1341818976754675713t,  This lying psychopath is dragged out daily by our MSM Whats going on Sounds as if hes got financial interests in plugging the Oxford vaccine and bigging up another version of his crackpot ID Card scheme Please somebody make him go AWAY,0
1374063104502431759t,    You said im anti vax which is false My point is why should i subject myself to this vaccine for people with poor health when most of these people dont even take care of their own health and smoke and eat fatty foods all day Maybe you should become a nutritionist,1
1425198838701125635t, What about US indies who didnt vote for either and know First Gen vaccine tech as open questions we are not allowed to ask novavax no DNA or mRNA VaccineChoice ,0
1343042300398735362t,  And I will take HCQ No need for vaccines Treatment with Hydroxychloroquine Cut Death Rate Significantly in COVID19 Patients Henry Ford Health System Study Shows  ,1
1325792643427786752t,Pfizer says their new covid vaccine 90 effective Well they would say that Untriedimproperly tested rushed hugely profitable and no indemnity You need to be dumb to have this especially when most people dont need it they have natural immunity defence system vaccine,1
1338636106644955137t, Mr Otoole I understand that you already had Covid19 So why would you risk getting the vaccine You are immune or at least as immune the vaccine will make you We have no idea how long the vaccine effectiveness lasts but it is usually similar to natural immunity,1
1331866718331932673t, It is not whether they work or dont work It is about whether they are needed or not needed I get why a polio vaccine was needed I dont buy into the covid vaccine hysteria,1
1334069117679247360t, so the rushed out Pfizer vaccine  funded by Gates has been cleared for use by MHRA funded by Gates  ,0
1370094713873821706t,Health authorities in Denmark Norway and Iceland on Thursday suspended the use of AstraZenecas COVID19 vaccine following reports of the formation of blood clots in some people who had been vaccinated ,0
1329058025668304897t, TAKE this tweet down you have too much litigation to push our advertising  and NO I WILL NOT do you vaccine,0
1300485051981930497t, We know that the CDC WHO Bill Gates George Soros and Fauci is all criminals This fake covid is all about taking Donald Trump down and you are involved All you elite criminals we will NEVER take your made up vaccine NEVER,1
1253728153895305216t, Its actually no worse than what is in vaccines These vaccine ingredients are taken from the CDC website ,0
1336987124697092096t,So two facts about the Pfizer vaccine The booster shot clearly comes with a big kick for many people And it appears to be unnecessary Also we havent got enough If we had a functioning govt that could rub two brain cells together the solution here is obvious,1
1321229850443685891t,No lockdown or vaccine necessary just take 2 and call me in the morning Maryland study shows 47 reduction in deaths with baby ASPIRIN  FAR MORE effective than Faucis expensive and dangerous Remdesivir which had NO reduction OperationWarpSpeed ,1
1375073600030523395t,  If all of the potentually vulnerable to hospitalisationdeath people are vaccinatedprotected against that happening Im really struggling to understand why any restrictions are then necessary Surely then its basically on a par with flu Help me here,1
1355204464613990400t, Why would anyone take a vaccine for anything they are 9995 likely to survive There was a reason we vaccinated against polio or smallpox they were deadly to young people There needs to be some proper education of the public at some stage,1
1305974539508224000t, Have you noticed that a lot of the reruns of law and order are along the same line of the Covid19 argument Today measles They won that argument and students must get the vaccine to enter school They have already proven than can control us I had measles before the vaccine,0
1257638552948617220t, You aint de saviour of the workd and will never be so stop trying so hard to be one Like these vaccines will cure corona virus ,0
1354130335592804354t,  Thats the answer to the more obvious question the real question is why push ahead with the vaccine passport idea if the vaccine isnt stopping transmission,0
1329126491649683459t,  Its the unknown long term effects of the mRNA vaccine that concerns me Also effect on immune responsedisorders Be very little long term is known about mRNA techniques Id rather have the traditional type Russian one,0
1380460519639896064t,A patchwork of advice is emerging from governments across Europe and elsewhere about the AstraZeneca COVID19 vaccine The EUs drug regulator said a possible link exists between the vaccine and a rare clotting disorder ,0
1375479137457086466t,More evidence that the mRNA vaccines are set to eat everybody elses lunch Moderna set to sell 14 billion doses of COVID19 vaccines NEXT YEAR They must feel pretty confident most other vaccines will still have scaling problems ,0
1355152655543398401t,Discuss If you are 40 healthy  fit with no conditions or situations that may put you at extra risk you do not NEED a vaccine for covid19 0 risk from infection High asymptomatic  OnceIf youve had covid you have immunity Vaccinate the very old very fat very ill,1
1291512921328095232t,  And they will inject kids and cause vaccine injuries even though kids dont get Corona Big pharma are the biggest bastards on the planet,0
1444747510489272320t,Well not my problem eh Pfizer booster shot The third shot side effect that makes daily activities impossible ,0
1377391996491288576t,Unrealyet another reason ppl who want one can have my spot in lineits gonna be a long time before I would consider an experimental vaccines with so many of these types of stories of concern for quality control and outcomes     ,0
1355873431523381248t,Will Countries Suspend the Pfizer Vaccine After It Kills Dozens of People ,0
1253728468505899008t, Isnt that why they tell you wash your hands If nobody can get smallpox even in a filthy environment then we dont need your vaccine  ,1
1364219883060219923t,Im not an anti vaxxer or a murderer and I certainly do care about others I just dont want this vaccine for my own reasons It literally doesnt stop transmission My chances of dying of covid are super low This is ridiculous Someone get me off this planet  VaccinePassports,1
1415949897409474561t,Report FDA to Announce Warning on Johnson  Johnson Vaccine Related to Disorder ,0
1352705508637958144t, If you do not accept the vaccine you may not drop dead mysteriously so whats most basic to life  Norway to be lauded for protecting its most targeted population the terminally ill against the PFIZER VAXXX,1
1333461099199541257t,Our tax payer dollars pissed up a wall for an unnecessary vaccine,1
1327238478069977089t,Perfect Cases have to remain inflated  predictions grossly exaggerated to keep the pandemic facade intact Next phase of testing will be at modest CT rates timed with the end flucovid season  vaccine rollout Numbers will naturally plummet  the vaccine will get the credit,1
1347884495723229185t,Covid receding On its own No vaccine Cant be surely not  ,1
1343699179101630465t,NUMBER 19 Mask to Cause illness and FEAR Medical FACTS CONFIRM immune system gives 999 per cent recovery with Thousands of years Testing Pfizer is NOT Proven and each year virus MUTATES so todays vaccine NO good next year Any doctor NOT Pfizer rep WILL confirm More,1
1439132448407711750t, I am actually most concerned about dose 3 with Pfizer as the myocarditis seems to increase with each dose Apparently the FDA is not sure either about giving dose 3 to healthy under 65s We need more studies so we can make science based decisions ,0
1343930251269824512t,  Its highly likely that this will be treated like the flu vaccine COVID wont be eradicated now it will come around every season and those whore most vulnerable to serious disease and those who work with those who are will get it Vaccinating everyone seems pointless,1
1338963871927730176t,Citing Fatigue Pfizer CEO Quits  via  Are Pfizer Executives jumping off the vaccine train And when will they take their own evil potion Pfizer CEO Albert Bourla said yesterday that hell wait before hes punctured,0
1338547064062545921t,Didnt they say if you already caught covid you are immune to it why i need a vaccine,1
1220735240559161345t, create superbug create vaccine vaccinate anyone with a social credit score over 800 unleash superbug ,0
1232434162688126976t, Well if we consider that I am vaccine injured VAERS compensated and I lost my medical exemption i would say HELL NO I will fight that Posion with every piece of my soul,0
1397212377045774346t,  Not necessary Subject matter experts in India can enlighten him on potential benefitsharm of introducing Pfizer vaccine Not every national leader is a qualified medical practitioner epidemologist or scientist,0
1344225829149138945t,   Was it really worth all the death and destruction to artificially keep older ones from dying Even older people know they will die we all die This huge human experiment from pseudo Salvationists will come to an end and you should be held accountable,0
1346962746563170307t,Shyte you not My husband has threatened me saying that if I dont have the Covid vaccine he wont take blood pressure meds I told him Id rather be dead than to be forced into doing anything I dont believe in I have told him Covid19 is a scam and you have fallen for it,1
1374521360186142722t,   Its not a vaccine like we had Its an experimental vaccine Kids are not dying from this virus so why do they need it,1
1449842474994868229t,  Im not antivax either but Im anti this investigational vaccine  currently being TRIALLED worldwide hence as yet UNLICENSED apart from s Comirnaty and which Big Pharma have ZERO LIABILITY FOR NoVaccineMandates too,0
1364026119272296448t, her job is to take care of ANIMALS not the human race She is arguing with me that the Pfizer and sinovac vaccine do not kill people so then what is killing people,0
1428151940421013507t,   However we do have data that 1 in 30006000 teenagers vaccinated with Pfizer will get Myocarditis usually mild they say whatever usually means Does it leave any even minor damage to the heart No one knows,0
1326840949922648066t,If there is a COVID19 vaccine deemed safe and effective it should be mandatory However on principle if it is made mandatory all our politicians  decisionmakers must be the first to get vaccinated Skin in the game They must face the consequences of their decision,0
1279036187144060930t, There is REAL evidence that virus is weakening around the world More scientists are now saying this If Covid 19 disappears like SARS did Trump will win and we will deserve it NO ONE BELIEVES WE ARE GETTING A VACCINE We may not need one Journalism is dead,1
1364209051152900100t,   No im suggesting we will forget about about because nobody will die that was the point I was making Of course I would take medical treatment when needed but this vaccine is not needed unless you are in a vulnerable group,1
1334987732544700418t,lol I mean all im trying to say is Im in no rush to get the vaccine cause covid isnt going to kill ,1
1317340791363153921t,JJ Eli Lilly and AstraZeneca ALL paused their COVID19 vaccine trials due to adverse reactions And this is just a small subset of the population        ,0
1330657973195202561t,     Fine you take the vaccine then personally having had Covid19  recovered I wont by choice for the foreseeable future,0
1338893151877165057t,   Up to them and many of those have been used long term Im not anti vaccine as have had many of those mentioned But wouldnt want this one  the main reason is that covid isnt significant enough for the risk Id much prefer covid,1
1333458418057826309t, I do hope you are going to offer people the chance to have an antibody test prior to instilling fear much like 1930s Germany  well done by removing their freedoms or inciting removing of freedoms Antibody  no vaccine needed,1
1287881666245963777t,  The death rates are down to less than half of one percent 99 of people survive 99 So why do we need a vaccine for that ,1
1287921640509243397t,  Its a positive step but it hasnt yet been proven to actually kill the virus Were a long way from a vaccine thats safe effective and available to all Slow down and let them do their work without your help,0
1412065228708319232t, What counts is disease severity hospitalizations and deaths instead of infections If the majority of those newly infected with Wuhan are under 40 andor had one vaccine shot then its better to let them get infected which gives full immunity ,1
1354796868128141315t,   I have been contacted by residents in Gibraltar stating that 53 people have died in 10 days immediately following the roll out of injections of the Pfizer mRNA COVID injections and calling it a massacre,0
1340089016050454530t, If residents at nursing homes are vaccinated there is absolutely no reason to vaccinate the staff unless they want it If vaccine works then the vulnerable are protected If it doesnt work then  should be investigated What in the world are U injecting people with then,0
1283213186330537986t,FDA  very fast in approving vaccine but wont approve medication like Hydroxychloroquine as its very cheap Your game is up FDA COVID,0
1432311487499055118t,15 New Zealand has reported the countrys first recorded death linked to the Pfizer Covid vaccine after a woman died following rare side effects The information was released by the health ministry after a review by an independent Covid vaccine safety monitoring board,0
1376292043035672579t,COVID VACCINE IS DEPOPULATION THROUGH POISONOUS VACCINES CHANGING YOUR DNA INFECTING THE HEALTHY AND MAKES YOU SICK AND KILL IN THE END DR YEADON EX PFIZER VICE PRESIDENT WARNS ,0
1336993101433356293t,Too many issues already with the Pfizer one Just keep taking at least 5000 IU of vitamin D,1
1354791463415148547t,  Sorry just that bit of info so insignificant even forgot writing it but yeah I do not merit vaccine as priority 4 maybe 5 or 6 would do Just wait and wait u probably have some illness more significant,1
1397877831426838531t,UK researchers have linked the AstraZeneca COVID19 vaccine to the first incidences of strokes caused from blockages of major arteries in the brain ,0
1363871279418335238t,     Ah yes that good old fashioned vaccine that was trialled over the correct amount of time and not forced upon every living being on the planet Even without this new thing if youre healthy youll still be fine,1
1371723545319854082t, Australian citizens are not at risk from Covid19  unless travellers are allowed to enter without quarantine only HQ workers and hospital staff should get vaccinated AstraZeneca rollout should be halted because we dont need the vax as their is no Covid19 disease here,1
1364922469665173504t,Please dont take that Covid vaccine its poison Another Dr I heard said it will start attacking the White Blood cells in 46 months after taking,0
1318066377530421248t,  Listen to real experts  chief scientific advisor of Pfizer argues all Covid tests are wildly inaccurate Dr Anders Tegnell and many others do not recommend lockdowns not masks This virus is not deadly anymore,1
1354217084524261378t, Good job curing sick people with new treatments is the way to go Screw the vaccine its useless by the looks of it on older people,1
1355110074755276807t,    Why would you want vaccinating against something that has a 995 survival rate If you are in your 30s healthy  eat well exercise why would you want to be vaccinated every year for something you can still catch ,1
1434048620140056578t,France Socialist Party senators request mandatory vaccination of all French citizens BUT eminent members of this Party were financially supported by Pfizer itself according to Europe1 channel Corruption is rife everywhere  Cleanup is necessary vaccination  ,0
1297601821242822656t,   We have been giving the Flu vaccine for what 50 yrs We have to make a new one every yr because it mutates Even with all that the flu kills more Americans from young to old than Covid Those are just the facts Covid has a 999 survival rate That is better that the flu Cont,1
1264539283857108994t,   We need to start asking those in charge if most Covid cases are mildassymptomatic and majority of deaths are in care homes why all the extra public health measures social distancing  ppe and vaccine propaganda Ask about herd and natural immunity vs vaccine immunity,1
1397650422253465603t, can you help my mum get her memory back that your vaccine took away from her and her friend you need to know it is causing severe dementia,0
1354027316423372804t,   Youd need much better evidence than currently exists that vaccineantibodies  sterilising immunity if youre to get over a Wednesbury irrationality threshold with regard to the govtCMOs judgment about risk,0
1370296726058270721t,clots in patients who received the vaccine including at least one case in Denmark where the patient died More countries have followed Denmark by suspending approval of the AstraZenecaOxford COVID vaccine Switzerland Austria Iceland Norway Denmark Estonia Lithuania ,0
1365629989786378244t,    Why do you keep calling it a vaccine when you know full well it isnt Its an experimental mRNA treatment being given without informed consent and against the Nuremberg code,0
1354426639413866497t, My Moms home came out in a severe covid outbreak 11 days after the vaccination my Mom tested negative and remains wellshe didnt have the vaccine Nadhim refuses to comment and ignores me,1
1284347838063837184t, I heard at the first of this people that 100 of COVID cases were people that got flu shots IDK how tru But I have never gotten a flu shot I havent worn a mask once I go out every weekend I havent technically social distanced among people I know No test or vaccine for me,1
1326122725199540224t, Thousands of deadly viruses out there and can infect and potentially kill people take your pick Why all this when over 999 of people dont need a vaccine for covid,1
1322152943596916738t, Looks like you have a 5050 chance of dying taking the drug or getting the virus Ill take my chances with the virus before the vaccine And my elderly parents as well will not get the vaccines,1
1328204670209118208t,   If over 90 of positive tests have no symptoms and the survival rate of covid is 979975 what use is a vaccine at all Especially one thats only 90 effective Also consider adverse reactions to the vaccine because they are having plenty in the trials,1
1375513022223945728t,I dont need the vaccine Nothing more nothing less,1
1353289491524550657t,It would be better to have actually caught this mild illness for the 98percent of usOH wait a minute EVEN if I caught it do I still need to take the vaccineso IF I get the JAG but still keep ALL the masks the distancing and the BS yes note to selfDO NOT GET VACCINE ,1
1334107101447266306t,      If youre under 60 the survival rate is actually 99995 Or you can take an experimental vaccine which will synthesise your DNA with full blanket immunity for the producers,1
1341091154494959628t, They had months to deal with this virus that has a 998 survival ratethis vaccine doesnt stop you from getting Covid or transmitting itthe airport was the problem outside of LTC homesits been bungled from the start incompetence all round,1
1303813192536092673t, We cant bank on a vaccine I think the treatments are improving but we have to learn to live with COVID We have to manage it  This from the chair of CSL who would be the ones to manufacture the vaccine and thus has a vested interest in talking it up  Listen to the experts,1
1297596564970434562t,   The Flu kills more and we have a vaccine that we create every year and it still kills more ppl every year There is nothing to stop a virus It has to burn out and run it course At least with Covid we can use HCQ ZPack and zinc The FLU has nothing Cont,1
1304285026977083392t,Are we the only country where everyone is required to wear masks and face shields everywhere because the governments response has nothing to do with controlling the spread but more on the lines of 1waiting it out until we get herd immunity and that 2sketchy Russian vaccine,1
1352921614677991424t,Senators you want Pfizer In Norway 25 persons died after receiving Pfizer vaccination ,0
1341000980138250241t,  Bro the Moderna vaccine could have taken years to make If it was being shipped on Dec 21 2024 then that is when well get mutation news lol nobody is falling for this crap Live your life people,0
1330791884340518914t,  No some part of covid19 gene protein mixed with common cold virus and injected I wont take this vaccine Also they dont know why halfdose  fulldose is more effective than two full doses Give me a break rushing too quick AstraZeneca,0
1340508098088222721t,  Lol bro I do not care Ill get the vaccine when its my time but I really dont do shit besides go to the gym  so the probability of me catching or dying from covid is very unlikely ,1
1264336789369577472t,   Dont bet the ranch on it The cold is a Coronavirus and theyve never found a vaccine for it to this day,1
1354748516774645763t, Why should anyone who isnt vulnerable need a vaccine ,1
1337813086984552448t, I WILL NOT TAKE THE COVID VACCINE  IT IS A FORM OF BRANDING  THIS IS WHAT CULTS DO   I BELONG TO GOD THROUGH JESUS,1
1445792397032570880t,Myocarditis Two Countries Just Announced Theyre Halting Use of Moderna Vaccine For Younger Age Groups ,0
1412903139016073223t,Isaac Cary received the Johnson  Johnson COVID19 vaccine in March and began exhibiting coronavirus symptoms in June He is on a ventilator in TX ,0
1375447265750491143t,   Theres no law that says that the government cant mandate that stuff  You are free to NOT get the vaccine and spread the disease in your own home on your own property The government is also obligated to get the country open and peoples lives back to normal,0
1336662836106424321t,The need for self preservation will make some believe the wprst about this lie  The lie was further cemented with other stimulus like counting numbers constant mask wearing vaccine need etc  Some will escape covid Sadly their minds forever trapped in this lie,0
1334488813972942849t, If these 3 treasonous criminals are promoting them this should tell you all you need to know about the uselessness and dangers of these socalled COVID19 vaccines You need your head examined if you think theyre actually taking an untested vaccine against a seasonal flu,0
1364721864564563969t,If you actually believe the masks are coming off after the majority of people get vaccinated youre a gullible fool,0
1349121857857978370t,    you mean from the group aged 1855 which is pretty much at zero risk even without vaccine thats useful,1
1438380737103732738t, In an act of pure bastardry the TGA has prevented pdf generation from its VaccineSideEffects database that reports 57 deaths from AstraZeneca just in the last month Taxpayers have a right to know   QandA ,0
1353364928569241601t, Please  is there ANY benefit at all to having the vaccine  Because it sure as hell doesnt seem so ,1
1369796230725988356t, You mean the vaccine that doesnt actually prevent you from getting Covid You have a better chance of survival if you get the virus and let your immune system fight it naturally,1
1355848266223677441t,  And If they get vaccinated what  They will still take the virus home so do all the pupils  Pointless ,0
1365237844533534722t,Old woman sat on a 500M feudal fortune in a 700 room palace tells healthy younger people who are at 00001 risk from a virus with a 99 natural recovery rate that not taking an experimental biotech vaccine that she has had to protect her  is selfish,1
1432672464463704065t,Natural immunity is by far stronger than immunity conferred by the Pfizer vaccine Video from From the Hill TV The narrative is finally changing ,1
1255918339890638849t,  I will not be taking any vaccine   If I ever get the Wuhan Coronavirus I will request Hydroxychloroquine,1
1354964196966891522t, Yes of course they do too bad if a lot of old people die soon after getting the damn vaccine They are just old units who are no use to society anymore are they Sweden is getting herd immunity and UK is having more deaths per pop,0
1306543230826229760t,   It doesnt matter what the truth is their answer is the same Get your vaccines Thats all they care about Their trial of covid vaccine is a joke nothing halfway appropriate in way of a true double blind placebo study of its effectiveness,0
1355190835764199424t,So the Europeans are lining up against the AstraZeneca vaccine for people over 65  who of course are the only people for whom the riskbenefit vaccination makes any sense,1
1376901220116402180t,The Constitution is my passport and grants me the right to travel freely without some governmentrequired vaccine document,0
1343334516513861632t, If you havent figured it out by now WA Covid was a tool used by the Dems to destroy the economy CDC says that only 6 of the reported Covid deaths are actually from Covid And here is the vaccine,1
1444480387506442240t, Slovenia Suspends Johnson  Johnson COVID19 Vaccine After Death Of 20 Year Old Woman from Great Game India Slovenia has suspended the Johnson  Johnson COVID19 vaccine in the wake of massive protests after the death of a 20 year old woman Slovenia,0
1381935576694333447t,Johnson  Johnson vaccine should be paused in US after extremely rare blood clots FDA and CDC say Some 68 million have received the vaccine in the United States Of these six have experienced the clot the FDA and CDC said ,0
1337589804289036289t,that emergency pfizer vaccine pushing thru is a little sus,0
1285762868076597255t,    Well Bill G Welcome to the Pandemic lets see youre not an infectious disease doctor but you do have huge investments with Big Pharma you also invested billions in Africa for HIV and Malaria when Bill gets his vaccine for Covid 19 hes got Africa and the rest of  the world,0
1352737710583271425t,  They know its going to fade naturally The 1918 pandemic lasted 2 years with no vaccine and no vaccine since,1
1294152761546887168t,  PeaceInTheMiddleEastnovaxcovidhoaxPlandemic Open the country This is total madness WHO admits masksdontwork and Fauci admitted months ago its akin to the seasonal flu You dont shut down an entire country for the flu event201,1
1305876188062253056t, Vaccine is like tits on a bull for all those people 80 who will never get ill with Covid 19 Until scientists discover the etiology of the disease and why some people get violently ill and die while others wont this is just a panacea Will it prevent transmission,1
1356935503233380352t,  Its not an inoculation is the issue We were told the vaccine would be the answer to covid but now it appears its to lessen the severity of symptoms which since its a high survival rate seems an odd thing to have unless youre old Vaccine a misnomer,1
1343831293319131136t,   28 of people receiving the Covid vaccine have had AERs Thats higher than the death toll from Covid As a 30 something healthy woman there is no need for me to have the vaccine Especially when there have been no tests on how it affects fertility,1
1364504909543014401t, Well it will prove the vaccine social distancing and masks are a load of bollocks ,1
1112319247169003520t, Early 80s I used to take my youngest son on business trips  he attended many daycare centers New York required mumps vaccine but my son had already had mumps so our pediatrician wrote a note which thankfully sufficed Glad my children predated the insane vaccine mandates,0
1342637876677373952t,    Why go thru so much trouble When HCQ Zinc  a Z pack Works Their is something Bigger to the Vax,1
1371456418050609152t,  As the evidence for available treatments like Ivermectin grows the need for emergency vaccine trials stalls The vulnerable should have 2 doses of the experimental vaccine impacting 99 of likely deaths with Lockdowns will kill many more than covid has,1
1337858785998557185t,COVID can be cured by vitamin C  D No one should be forced to take a experimental vaccine Totalitarianism Immortal Bitcoin fixes this,1
1379587257246568459t,Clear Link Between Oxford AstraZeneca Vaccine and Rare Blood Clots in Brain EMA Official Tells Paper ,0
1344402390162804740t,   MHRA had to even do the warnings about reactions from the Pfizer vaccine which Pfizer never tested for Im going to stick with the MHRA on this one lol,0
1364924908719927296t, brazil reports 50 efficacy on Sinovac 50  wtf is this garbage vaccine ,0
1333433303949578243t, Mad fascist dictator Johnson now wants to force you to take an experimental vaccine with no longterm safety profile All this for a virus with 03 IFR Still think this is about a virus 1922 committee must step in NOW and REMOVE this communist lunatic,1
1320925646625751040t,   Yes in year 2 I still think a huge group of people either wont get the vaccine or wont have access to it I also am not completely sold on the effectiveness of a rushed vaccine Over time we will get it down to levels similar to the flu but I suspect that will take a few year,1
1235588951882092544t,When will DoctorsSpeakUp that only 1 of VaccineInjury incidents get reported according to a Harvard study tweetiatricians    ,0
1262003747326132226t,  There wont be a vaccine There are hundreds of corona viruses COVID19 is but one nasty opportunistic one SARS was 20032004 no vaccine for COVID19s predecessor either Human behavior must change And evolution as well as adaptation must take place Get sunlight and hydrate,1
1326188332058095617t,  Foetal material mercury an isolated strand of RNA to produce covid spike protein quantum dot any or all of these We dont need a vaccine cultured antibody cells worked,1
1302966076985102338t,  Why would we need a vaccine when Hydroxychloroquine cures COVID19 Say no to the poisonous vaccines ,1
1331053047171133441t,Now they know we NOT about to accept this COVID vaccine As for the me and mine we wearing masks and keeping to ourselves Yall can have that,0
1343571976309403650t, The Pfizer vaccine remains in a period of testing until the end of January 2023 A mass vaccination programme would be deeply irresponsible unless all participants were told explicitly that they were test cases and paid accordingly There is no need to vaccinate the majority,1
1453895122777636870t,  means I have a 075 better chance of surviving something I was most likely going to survive anyway Its just Pfizers marketing and Chris Hipkins duplicity Does being vaxxed stop transmission with Delta no Does it reduce transmission over an unvaxxed person arguments 2n,1
1353568277406990337t,  Bulls Eye  Its a 5050 vaccine with 20 side effects No worth giving a Covaxin shot,0
1293226446622789633t, I will stay in my house forever rather than take a Russian vaccine,0
1366074964198256640t,    nothing to do with the vaccine non vac and low vac countries all having same massive fall in cases and deaths,0
1336350159509188608t,  A vaccine is meant to prevent people from getting a disease Once theyve already contracted it it will do no good whatsoever HOWEVER this doesnt take into account the length of postinfxn immunity so people who have had COVID before may still need the vaccine down the line,1
1401860272130871299t,A surgeon with 30 yrs experience with the NHS asking why 12 yr olds need to be vaccinated Some bastard in govt has shares in pfizer ,1
1357017940307099649t,Under reported Adverse reactions to Vaccine First Dose of PfizerBioNTech COVID19 Vaccine  United States December 1423 2020 over 200 hundred cases of Death by Pfizer Vaccine Permanent disability by Vaccine Na ,0
1218716400065351680t,vaccinated people who catch viruses are told the herd immunity was weakened by a minority and as for the unvaccinated people who didnt catch the viruses the ratinale is thank herd immunity for that  In fact those who didnt catch viruses dont spread them StopVaccines,1
1376903024841478144t,Scary scary scary Vaccine passports are a terrible idea Buh bye to freedoms,0
1363916097171427340t, Same here Originally I was concerned about Pharma immunity from prosecution for a mass stage 4 trial I have an autoimmune condition so wary of all vaccine sideeffects Now Ive had Covid twice dont need the vaccine Apparently I deserve a life of solitary confinement,1
1368500241423601664t,  This study from AixMarseilles University shows the Pfizer vaccine is more deadly than covid infection for the young and elderly ,0
1318441022926434304t, This is not a standard vaccine The Pfizer vaccine is an experimental RNA vaccine never before trialed on humans The stuff I write horror about ,0
1355643541175861253t,  I know Imagine all those that died of the vaccine and all they talk about is underlying issues This is just from this week from CDCs reporting system ,0
