ID,tweet,ineffective
1304135798296469507t, FACT Indian health care workers not getting Covid cos they take prophylactic Hydroxychloroquine Who benefits from pandemic  ongoing fear Those who make sell and peddle the Vaccine Im provaxx btw  Note Its FAR RIGHT now to point out Truth  TruthSetsUsFree,0
1333580672393502723t,  You have not seen anything yet until know all about the Covid 19 vaccine Moderna this vaccine in my opinion is the Mark of the Beast It will alter your DNARNA Like someone in the movie The Matrix Part human part robot It will program your entire body and can be program,0
1336111235746713602t, I hope so We also need lawyers willing to file thousands of lawsuits against any company forcing a Covid vaccine as a precondition to service or employment Time to StopTheGreatReset ,0
1339118700276953088t, Yes but is the Oxford vaccine effective How will I know if it has worked or not Theres a shortage of Pfizer vaccines and problems with logistics and the Moderna vaccine wont be rolled out till March in very small quantities Safety is not the only issue,1
1352742534783537152t,StopChinaNotFarmers another lies please no one get that corona vaccine see they just promoting but not getting its mean s not a safe ,0
1375148874369658883t,This is exactly why people shouldnt be in a rush for this vaccine Technical read but still clear to understand Please share ,0
1348947687882702849t, httpsyangs  Because Sinovac made in China is the worst performing ineffective available vaccine ,1
1418722590512730114t,Fully vaxed Dont be so sure Two shots of AstraZeneca vaccine are 67 effective against the Deltavariant versus 745 effective against the Alphavariant ,1
1385296911863881729t,    This is from Todays news 18 year went for 3 brain Surgery after taking Johnson and Johnson vaccine So now tell me all those who are reporting are AntiVaxer ,0
1277560406911811585t, Ive started pro asking pro lockdown types how they see this ending   When can the lockdown be lifted and travel resumed  Vaccines seem to be their best hope but when you point out that decades of trying has never created an effective COVID vaccine they seem to get lost,1
1408163404959961095t,Tom Gorman Johnson  Johnson Severe Adverse Reaction Guillian Barre Syndrome  vaccineSideEffects,0
1334905270036815875t,  Ana Im not sure what youre reading but Thats just not how biology works The vaccine isnt acting on the virus at all Its acting on your body The PfizerBioNTech vaccine is 70 effective at one dose so stop there and you just have higher odds of catching covid,1
1337198423972450304t,How can the drug makers of the covid vaccine not be liable If a drug maker cant get behind their own vaccine why the hell would anyone take it,0
1436395776528171008t,you also have to say theres an equally likely chance that the JJ vaccine is as low as 31 effective vs Pfizers 85 So yes you can pick ends of a 95 CI interval to say theres a small likelihood of actual no difference but youre most likely to be wrong,1
1419993693302386688t,      This is exactly why Vaccine passports  No Q is several years not months away Vax Not 100 Add to this AZ  46 of C19 delta deaths were fully vaxed 23 of vax in UKAZ Pfizer efficacy against Delta over 6 month period dropped to 3839 Israel is back 2 mitigation incl LD,1
1377007359210438660t,You cannot use a passport to force people to have a vaccine while stuff like this is happening You cannot force people into having it at all in fact It is PERSONAL CHOICE Germany BANS AstraZenecas vaccine for under60s  via ,0
1351086263311486978t,   Sorry Hayden but their seems to some confusion on vaccines 1 Not all vaccines are equal For example an Oxford AstraZeneca vaccine may improve YOUR health outcomes BUT it does not mean you could not be infected or then transmit the virus This is why efficacy is important 628,1
1289961908104134656t,  Translation  I gotta keep this up a little bit longer or no one is going to want this Pfizer vaccine by the time we finish it,0
1298947950777962497t, Wait until the children are back at school and have been given the flu vaccine thats sheds the live virus for up to 30 days after Then theyll really ramp up the testing ,1
1365291046398283781t,Most people wont die from covid but some genetically vulnerable people do   Most people wont die from a vaccine but some genetically vulnerable people do   Acknowledge the obvious,0
1322467101714632704t, But they keep calling Jones right wing and a conspiracy theorist I watched INFOWARS yesterdayand he said hed stop supporting DJT if he makes a vaccine mandatory The only thing Jones is looking for is the truthand then share that truth with the average person,0
1366041838109474823t, Ah yes If the vulnerable have had a covid19 vaccine 2doses they are as protected as can be from a virus with a 99 survival rate 000005 risk to children and 005 risk to someone healthy 65  Average age of with covid death is 82,0
1354510846920110082t,Dangerous vaccine lie exposed Two German newspapers have been slammed globally after it reported the OxfordAstraZeneca coronavirus vaccine didnt work in elderly people ,1
1335245340761595904t,  To the best of my knowledge none of the 3 frontrunner vaccine has been given to children except the Pfizer one which included a small number of children 12 year old in the trial I dont believe theres a good case to be made for vaccinating children at least not now,0
1301271410019631105t,A vaccine just in time for the general electionNo thank youI will not play Russian Roulette just to make BLOTUS look like a savior In a letter Robert Redfield asked them to waive any requirements that might get ,0
1359722571206430721t,Warning Covid vaccine is now in Covid test Its purpose is to change your DNA Some are dying,0
1320626115548008448t,NHS get to be vaccine guinea pigs Do we need more proof They are expendable and not essential   Perhaps the hero worship can halt now Probably not Must be nice to be of the naive few that havent had a friend or loved one denied life saving cancer treatment ,1
1366007003504590850t, Sorry but I dont people who use diddums all that seriously I do take folk like you wanting government to legislate against the Nuremberg code which was set up precisely for these reasons VERY seriously Wanting to force a vaccine in trials till 2023 on others is horrifying,0
1397993771283984392t,tribal   NEW  BBC presenter died from blood clots after receiving AstraZeneca vaccine say family  ,0
1336553949730664454t,Moderna to start testing its mRNA COVID19 vaccine on children  are parents really letting their kids serve as guinea pigs  via ,0
1417212089358176266t,  Vaccines do a good job of greatly reducing severe disease of delta but do not appear to reduce spread much Now 5 of the fully vaccinated Texas legislators who flew to Washington DC have now tested positive Israel also reporting poor results of Pfizer against delta,1
1326065238307983361t, All covid vaccines being developed are not intended to prevent infection transmission hospitalization or death So WTF are we even talking about right now,1
1333382470700584960t,Maybe people who cant wait to get the vaccine should investigate what line of bullthis company is trying to sell No CEO would dump 62 of his stock if they created a miracle fix for the Rona Kinda makes you wonder about that flu shot too Big Pharma is vl ,0
1355430440769871872t, Why are they so desperate to get hold of a vaccine they think doesnt work ,1
1344371487390760960t,   So you want us locked down until the vulnerable are all vaccinated although it still wont stop the spread and could take 6 months Then what,1
1354476574381285381t,  I know of two cases myself one died three days later a senior and the second in Her 30s a few hours after receiving the vaccine was rushed to the ER Her Pulse 154 they had to give Her Nitro something is wrong with the Pfizer Vaccine ,1
1444359014117167104t,    In the same time period after a first dose of the PfizerBioNTech vaccine the study found the risk of blood clots and strokes caused by restricted blood flow to the brain ischaemic stroke increased ,0
1336151202946572291t, No they actually cant unless they want to lose the business lawsuit heaven baby And any fool thats going to pony up the the GatesPfizer vaccine with unknown fertility issues is a fool Any employer that violates federal law on this will pay dearly,0
1372214913406410757t, You think vaccine is safer than Covid for an 18 year old ,1
1245031218527133696t, Shes trying to get you to support a vaccine while not telling you that it wont last long Maybe not even a year  we dont know yet,1
1335316314735472645t,   The Pfizer and other vaccines are all rushed as well And what he is saying indicates that the safety of these vaccines are still questionable Even if he is not saying it directly You have to realize that some doctors dont want to be seen even remotely as conspiracy theorists,0
1330782965685657601t, Thats also because unlike Oxford the other change the RNA cells of the body which could hamper the immune system in the long run A normal flu vaccine has 4050 percent efficiency,1
1404786827047800832t,Shocking 86 of Children suffered an Adverse Reaction to the Pfizer Covid Vaccine in Clinical Trial ,0
1364737964832677889t, I would like to know if there are more deaths from one vaccine JJ,0
1361708206205136902t,  Well a quick Google shows articles released 3rd Feb from Oxford studies saying the vaccine may reduce spread Im not saying it doesnt im genuinely interested but in this scenario a may reduce wouldnt be enough surely,1
1347324936969453573t,Florida Doctor Gregory Michael Dies After Receiving Pfizer COVID Vaccine That Produced Sores And Caused Him To Have Hemorrhagic Stroke ,0
1293191258089938945t,RussianVaccine is either useless or may kill us all Russia has been hiding coronavirus death tall numbers lying about everything and wreaking havoc across the world for decades through covert operations So yes please buy their vaccine Sputnik V,1
1375626060809781252t, Not worried about injections Given blood regularly I have bloods taken yearly T2 diabetes Serious concerns about safety of vaccines How many deaths from the vaccine are acceptable Why hasnt government thrown resources at repurposing existing drugs All eggs in vax basket,0
1423230762195767298t,  The all singing dancing Biontech vaccine needs a third shot what has Germany been buying hoodwinked by Pfizer  The responsibility is to make sure every one world wide as vaccination before any duff 3rd shot,0
1356066436784025606t,Did you know Merck abandoned their CovidVaccine development saying Its impossible to create an effective vaccine for the coronavirus So With France  Australia stopping their Vaccine program Do you really think its safe to take the experimental Pfizer shot Do you ,1
1375491316486975491t, Im not even against the vaccine but this is crazy No one knows if there are any longterm impacts from it and this age group has almost no risk from Covid,1
1374449587289612288t,Please folks check if the vaccine took by doing an antibody test AstraZeneca is less effective than they claimed  you might be in the 3040 ,1
1353315563020423168t, Translation the vaccine may be responsible for the massive spike in care home deaths,0
1255105821308059650t,     How much is Bill paying you Dominic So you have a vaccination because you are worried about catching something but it doesnt work unless I have one too I really dont get the logic ,1
1365013023275032584t,  Fk the vaccine Andrew its about time you got that into your head,0
1355273082685038595t,PS Refrain from demanding people get vaccinated when they have NO ACCESS to any damn vaccine And understand that many will end up having to accept being given the Janssen vaccine which is only 60 effective and appears useless against at least one variant of the virus 5,1
1412087877924798468t, Oh manPfizer vaccine drops to 64 percent effectiveness in halting infections Youre still getting infected but youre not going to the hospital Thats the goal Zero Covid is a mental disorder,1
1355946310139056133t,  Theres never been a vaccine for the common cold Every year the flu vaccine may or may NOT be effective up to 67 Viruses mutate constantly Covid has mutated since Jan  since first Pfizer vaccine available Efficacy will continue 2 deteriorate Make your own decision,1
1365349883637493764t, Its not a good vaccine South Africa RETURNED over a million doses and opted for Johnson and Johnson instead as it didnt work on South African variant,1
1330218331060768778t,  Astra Zeneca made in fetal cell lines have high levels of fetal DNA contaminants The human genome contains regions that are susceptible to double strand break formation and DNA insertional mutagenesismay create a causal relationship between the vax and ASD prevalence COVID19,0
1243984323637846019t,   Why do you believe the influenza death numbers Its a billionaire dollar industry to sell useless Tamiflu and scare millions of healthy people into taking a semiuseless thimerosolcontaining vaccine annually  Influenza deaths are at least 10fold exaggerations,1
1304168877753085952t, Show me peer reviewed double blind data with a control group and I will try and take the vaccine None of this politically rushed bollocks from Moderna,0
1357359402785902593t,No wonder there is public confusion and hesitancy about Covid19 vaccine efficacy The UK is widely dispensing the AstraZeneca vaccine The FDA has not approved it France refuses to give it to those over 65 And Switzerland rejected it entirely  ,1
1353736925723709440t, That also means they likely arent getting the vaccine themselves Are they getting Pfizer or just hoping to kill a many people as possible,0
1364535426673999876t,  Nobody should be masking or testing children for covid unless very ill They have 000005 risk from it Concentrate on getting vulnerable  high risk vaccinated 2Doses 99 will recover  build natural immunity Cases data is propaganda NoMasksInClassor,0
1288304368983240707t,   How dangerous could it be as it was approved by FDA years ago for treatment of Malaria  Dr Stella Immanuel from Louisiana has treated over 300 patients with COVID19 with success Many are denying success of Hydroxychloroquine because they want us all to take Gates vaccine,0
1443481095719190529t,    They actually had to stop the polio vaccine in Canada as people were catching polio from it,0
1418588119151038468t,Pfizer Down to 39  effective Why are you taking it   ,1
1239113100961382401t,Remember Zika hype curevac in early trials 2018 The bottom line 20 years  no approved drug or vaccine in accordance to available sources ,0
1398069319184097282t,Lisa Shaw Radio presenter died after suffering blood clots following OxfordAstraZeneca COVID vaccine  family says  UK News ,0
1441591491080724480t,CNBC CDC director defends unusual decision on Pfizers Covid boosters This was a scientific close call unusual No Totally usual But the choice is easy when your masters want bigger profits You never follow the science Always follow the money,0
1365329888962576384t,  I got a cold sore and a sty which I never get Also have cutaneous mastocytosis flare pretty sure its from vaccine Pfizer,0
1336833685102923776t, According to Pfizer it might be possible for a person who got vaccinated to transmit the virus to others even if they dont get sick themselves Whats the point I will not get vaccinated since I am not a member of a vulnerable population Ill take my chances with the virus,1
1326887281433714688t,FACT Pfizer has a vaccine with a 90 success rate Not sure why we need one when 999 recover but ok FACT Pfizer CEO shortly thereafter dumped 62 of his personal stock in the company Nothing to see here folks Just keep watching Faux news Pfizervaccine,1
1288611012678021120t,SO sick of the brainwashing use of Adjectives like potentially geez people Might could maybe a chance odds are ETC Dumb0crats StupidPeople SocietyDecay Dozens of scientists and others took a DIY COVID19 vaccine with no proof that it works  ,1
1301286340580069377t,CDC Tells States How to Prepare for Covid19 Vaccine by Early November  I guess I wont see 2021 cause Im NOT taking this fucking vaccine Believe that Fuck these evil sons of bitches ,0
1340782464365674502t,  Im hearing your selling us out Kevin China is progressing very nicely while America has fell to covid You better fight or you are done Im not taking a vaccine for a virus with a 998 recovery rate for me period I dont believe you did either,0
1389814536669122560t, Several Stop lying Only Astrazeneca made that promise with the Dogshit they got from Oxford You get what you pay for Its the worst vaccine,1
1359611625750331398t,  1Vaccines are not catching up to mutations Mutations exist so they can evade the immune system especially that of a vaccinated person That is why S Africa halted Oxford vax in their country And the newest variant from UK is even more virulent ,1
1264205861754413057t,Oxford already claimed the vaccine is a 100 failure rate with a 100 infection rate when tested on monkeys so why are they pushing it To see how many will obey their masters and take their deadly poison like other vaccines ,1
1426035147602804736t,  No I have been following all Lambda related information since emergence Sinovac was used in Chile The Chinese vaccine Start there  I will wait for a peer reviewed study as well thanks That ALL vaccines will become ineffective eventually  fact Me  booster You  ,1
1333458562815844352t,    Look at the Pfizer vaccine trial 44000 half with half without vaccine In the supposed raging pandemic one would assume that those without the vaccine would get Covid at near epidemic levels 1700 In reality the Pfizer total sample 44k only had 94 positives Way off,1
1441009817468948481t,EBV was first identified in 1964 from cultured tumor cells A reminder the chimerical Chimp DNA adenovirus from AstraZeneca Oxford COVID19 vaccine is grown in some cancer cells Do those cancer cells contain some other yet nonidentified viruses ,0
1372861956374269953t, I cant understand how variants whether flu or COVID are impacted by a vaccineeither the vaccine interacts as designed on the virus or it doesnt right How is partial protection provided,1
1293439583003316224t,Agree Children by the thousands were made to undergo Dengvaxia trials without their consent Nobody has owned up to that In the Russian Sputnik COVID19 vaccine trials people should volunteer to join not fooled into doing so,0
1416668571594285061t,BBC News  Covid Vaccine offered to all UK adults says government  It is too late The virus has escaped the vaccinesStop jabbing now STOP vaccine JohnsonVariant,1
1374540334160568321t,No AstraZeneca vaccine for me  if its not good enough for the FDA Im not touching it either Sad Canadians only get trash no one wants nspoli,1
1375804823216480258t,   I think he was told he was being given the vaccine small fee taken when in fact it was some whoopy woo stuff Next hell be complaining of the after effects or come down Later hell be requesting his second shot,1
1353812373056925697t,Even Im surprised at hearing that AZN oxfordvaccine only 8 effective in 65 yearolds prob 0 after 3 months If true how devastating the false security of those vaccinated w this covidvaccine might turn out to be,1
1445948395856674822t,Stop muna    Sweden Denmark pause Moderna COVID19 vaccine for younger age groups ,0
1433182225932107778t,Not me Im not at all convinced about the efficacy and above all the safety of all these investigational vaccines  currently being TRIALLED worldwide Moreover the FDA approval of Pfizers vaccine Comirnaty confirmed my doubts ,1
1374114458960850951t,This Oslo woman passed away this weekend from thrombosis bleeding and low platelet count after getting the AstraZeneca vaccine She was a volunteer at a health facility RIP ,0
1408481638279827458t,the  put out a tweet  which is sensationalistic  which leave out the important detail these over dozen fully vaccinated doctors  it was all with a Chinese vaccine that has provided ZERO efficacy data where similar events in other countries prove it is WORTHLESS ,1
1365875400212119556t,  The mRNA vaccine causes diabetes and Alzheimers nobody that doesnt take it will be left behind at least we will remember life before covid because we still have our memory But thanks Alaska is beautiful and way more free than Madison  ,0
1446160746300297229t,Any idea on why youre seeing CNN disparage Pfizer like this Because its true No They want the profits boosters bring So CNN will now smear Pfizer to give Pfizer what it wants Bigger profits ,0
1291661330378825734t,    He will not be pushing out that Moderna or Zenecas vaccines He has other solutions that will be revealed Looks at the patent list for Kodak Regeneron and Fugi Films Therapeutics is the way forward The vaccines he is plalying along with,0
1374855807905497096t,  Yeah I assume so as well My concern is that people ae going to get this vaccine and then just start doing what ever because they think they are immune to everything when in reality this vaccine may not stop the original let alone the variants,1
1428917550209855489t,VAERS Pediatrics  13yModerna Covidvaccine VaccineDeath 13 year old boy dies three days after the Moderna vaccine This spontaneous case was reported by a consumer and describes the occurrence of DEATH ,0
1253263199782105088t,    There are deeply unsettling conflicts of interest between        Porton Biopharma Please name all SAGE  Covid Vaccine taskforce members  declare COIs  funding sources Why the secrecy if you have nothing to hide,0
1353503697951715328t,  Forget everything that I said Tell me why the vaccine is effective in killing the virus What are the benefits  And whats the harm,1
1380668220965720067t, Correct The European Unions drug regulator has started a review to assess blood clots in people who received Johnson  Johnsons Covid19 vaccine ,0
1400847569941532675t,Does this in any way justify permission to vaccinate Indians with Pfizer BioNTech vaccine Definitely it doesnt justify indemnifying them from any legal claims Serum Institute is justified in demanding similar legal protection knowing its AZL vac can cause fatal blood clots ,0
1355177875788472325t,Vaccinating healthy people 40 with 0005 risk from covid exposure  mostly mild  asymptomatic is more about profits than health Get the vulnerable  high risk vaccinated 2 doses The long term effects of these lockdowns will be far more devastating than Covid19UK ,0
1375888875881521153t,  However although I agree with you for people dating I would want to know Not for my safety but because if they were vaxxed am I committing to potential health issue with them down the road That is my logic,1
1285385073525743622t,Coronavirus vaccine trial at Oxford University shows robust immune system response  FoxNews this is the one with the chip people  designed to give robust immune system responses  I would not take it LMAO,0
1333153451098816513t,people potentially being paid 1500 to take the covid vaccine Pfizer testing on navaho indians One had his chest opened in hospital and his heart had crystalised TANK Live from Albany New York  via ,0
1354545208571133962t,The NHS Scotland TV ad for the vaccine  Have these actors have no conscience at all Pathetic scamdemic,0
1322301965041201153t,COVID Vaccine Trials Rigged Benchmarks and Horrible Side Effects ,0
1344784977486098432t,  the problem is that the UK will have paid for all the Pfizer vaccine with your tax which will then not protect the vulnerable Departing from the vaccine schedule will mean the vaccine is much less effective Its like pouring money down the drain,1
1326818192228982784t,  The cold chain for the vaccine alone will cost I dont understand all the excitement over its 90 efficacy  so what if you cant organise its effective delivery  Especially in poor countries  Pfizervaccine,1
1354944672985042944t, Astra Zeneca are plain dishonest Theyve shifted doses out of EU to UK despite the EUs substantial funding and a contract of delivery If theyre dishonest in contract fulfillment how can anyone trust their data as to vaccine safety and efficacyJust plain dishonest,0
1347127321921089536t,Young Doctor Left Paralyzed MINUTES After Taking Pfizer Covid19 Vaccine in Mexico ,0
1365059084072984578t,We dont even know what the impacts of the vaccines could be when we vax everyone Pretty bad idea  imagine potentially catching covid and then saying I got the vaccine why do I still catch covid,1
1358137865650249728t,Because vaccines dont stop transmission COVID is so highly transmissible that even mask wearing is silly stop pushing a dangerously undertested vaccine on ppl Immunity can be achieved naturally ,1
1285927806015160321t,  Pfizer vaccine sucks And alt is the only candidate with a proven mucosal response VXRT debatable Its like getting a Pfizer vaccine  if it works which who knows and without a booster  plus wearing an anti microbial mask,1
1378089083780620291t, Im so sick of this shit A simple fucking Google will tell you that if youve had covid youre more likely to get a little sick from the vaccine because you have the antibodies I know 2 anecdotal examples of this as well SO SICK OF IDIOTS,0
1307045616594415619t, Hes right He knows most of the population does not want a COVID vaccine There will be plenty left over for you Jim,0
1309218745542467584t,   Youre making yourself look silly now Covid free isnt an option giv already said this as vaccine isnt guaranteed Even with a flu vaccine there are hundreds of thousands of flu deaths a year wordwide 10000 plus a year in the UK,1
1396337868633640960t, 28 days after second dose Not taking that damn vaccine It has 60 efficiency for the Indian variant and 66 for the UK strain Pfizer has 88 for the Indian one,1
1096368628386000898t,  Antivaccine support started long before Trump and will be there long after he is gone until the CDC steps forward and admits a real neurological disorder and seizure risk from vaccines and makes a focused effort to resolve that risk Its a very real concern,0
1333402934755864577t,Emergency Use Application or EUA as they like the acronym means NO LIABILITY people So modernatx can stick whatever into you and if you vomit slime so be it,1
1338449022449721344t,Indonesia Gets First Batch of Vaccine From Chinas Sinovac  Bloomberg  I hope we are not following Indonesia in securing Sinovac and start vaccination without credible efficacy and safety data Haste makes waste Safety is paramount ,1
1262933557527232513t, Duturte is either working with Trump to bring down the deep state or hes really not to bright If he is really pushing a vaccine that means hes siding with China Hell be in huge trouble once the Truth about this covid hoax comes out,0
1415011300263055362t, The thing is the rollout is the experiment The clinical trials were always a box ticking exercise Someone said on the Novavax they opened up the double blind to cross trial midway through so everyone got the vaccine no control,0
1330955940749844483t,2 just short of eleven months and they presenting the vaccine which in normal development process will take 1015 years to develop Are you telling us you know the Covid virus will going to occur in 2019 so in around 2009 you started creating covid19 vaccine In a lawless UK,0
1336359306099372041t,   Head Of Pfizer Research C0VlD VACClNE Is Female Sterilization ,0
1410046831438954499t,Sarah Harris from Studio10 is a CMO now Shes telling people to get vaccinated even if it is Astra Zeneca because she wants to have a life STFU BITCH,0
1336960687621484544t, I was 2 years old when Pfizer produced Tetracycline A great new antibiotics I was given this wonder drug as an infant to treat my tonsillitis Unknown side effect my adult teeth grew in discoloured Who knows what possible side affects this new Pfizer vaccination may hold,0
1328268499895152643t,    So were saying you are likely to need a yearly vaccine for Covid then What if it mutates we then have another mass spread until a new vaccine is found Nah like other Coronaviruses before it it will slowly die off due to herd immunity either naturally or via vaccine,1
1305546728787992581t,Its pronounced Fizer The P and the were going to kill you with untested vaccines rushed under political pressure are silent Pfizer,0
1316635540154970118t, 33 Surprise 12102020 Johnson  Johnson Covid19 vaccine study paused due to illness ,0
1373318546881646595t,  Thats not what Fauci is saying Hes saying masks should continue to be worn bc having the vaccine doesnt mean you cant still contract covid  So what good are these vaccines,1
1361584846267686915t,    I dont see why Jess since having the vaccine neither proves you cant get covid nor spread it This madness must end Someone has to grow a backbone If folk want the vaccine fine If not fine too their choice If folk wish to stay hidden upto them,1
1373743571149393924t,  Didnt get the vaccine yet over 100 million got the vaccine in America tgere population is 328 million so there flying out the vaccines did u get a vaccine yet I got covid pretty bad last year also March still suffer with my lungs,1
1334863564117426176t, So when your 92yr old granny gets the covid19 vaccine then dies 18 days later from her heart  stopping from old age as example are you going to be happy then since it isnt a Covid death  Or do you think the vaccine will bring granny immortality,1
1354513426199044101t,My elderlyill Mother is now refusing to get the vaccine Her argument is if the government really cared about the elderly they wouldnt be making it THIS hard for them to receive it Multiple family members including myself have failed to get her or my Dad on the list,0
1336287280093388801t,If there are serious side effects like the nurse experienced then say so Dont tell us the vaccine trials are A Great Leap Forward For Humanity as the Pfizer CEO said about his companys vaccine while stories like this issue out about the very same vaccine trial,0
1349193283629551619t, Grandma got covid vaccine She still got covid but didnt even know she had it didnt get tested Grandson little Tim visited Grandma She unknowingly spread covid to unvaccinated Tim Tim recovered but has ongoing heart  lung problems Gov hasnt approved vaccine for kids,1
1354350858150895618t, This side effect of vaccine was not told to the general public,0
1262135864186023938t, Is talking the COVID19 British vaccine as if we are about to achieve the Holy Grail each year we have a flu jab yet we never know which mutation will occur If were lucky there may be some protection the likelihood of Oxford coming to our rescue is indeed slim,1
1341762535121412098t,Still no news from her  and thay want us to believe shes fine  vaccinesideeffects COVID19 CovidVaccine sideeffects Pfizervaccine PfizerCovidVaccine BioNTech,0
1397824120104968192t,   They are using just over half Sinopharm the rest AZ Sinopharm does have lower efficacy The 30 of cases in vaccinated people makes sense 20 hospitalisation vaxxed is very concerning May not reach herd immunity with these vaccines,1
1355556252269613062t,Pfizer CEO vows to speed up vaccine development to under 100 days to combat the high likelihood that current COVID19 shots will need upgrades to stay effective  via  All vaccine cheerleaders should read this  ,1
1344261405457977344t, Covid is in the same family as the flu Some people get flu shots yearly because no it doesnt protect against new strains If we let them force vaccines on everyone now it wont stop with covid,1
1317925182590300160t, And if they are tweeking an existing one it will be because they actually know that the cases are not all Covid and mostly flu The reality is they cant properly test for it because they cant isolate it If you cant isolate it how the fuck do you produce a vaccine,0
1306361420242735106t,  I hate to say it but I have no confidence in our CDC or FDA How is it that every year CDC puts out a vaccine for the wrong strain of flu By the way how many people died of influenza from March to August 2020 We only hear about covid19 and those numbers are bogus,0
1370555102503825409t, Yep studies are comprised for sure Less than 200 got covid in Pfizers RCT across over 30K healthy people Its impossible to judge anything with that Worthless RCT Not to mention no long term research into health outcomes,1
1432372545118900224t,Two men die in Japan days after receiving 2nd Moderna shots from nowwithdrawn batch MORE  ,0
1338286744135819264t,Mfs finna start turning into zombies or sum takin that covid 19 vaccine,0
1354547400073863169t, Definitely agree Covid19 is a joke especially when people die from the vaccine  they say its because old with underlying issues  reason why all restrictions was to protect them Biggest fraud on thw world auspol2021 COVID19,0
1364365695287513089t,Have you heard of the Nuremberg Code Nazi VOLUNTARY CONSENT IS ESSENTIAL No doubt you would welcome concentration camps and gas chambers for those who chose not to take the depopulation vaccine ,0
1336100049244315648t,    The early ones were fine Bill Gates became involved inthe industry in early 2000 and has shares in Pfizer etc You can bet hes behind the IT company that manages our medical data too Hes been planning this for 15 years or so You will have to have many vaccines each yr,0
1423410571781705731t,In goldstandard Israel where 68 of the pop is vaccinated with Pfizer CV hospitalisations are ramping up Nearly 500 hospitalised  140 in ICU almost all vaxxed The vaccines are meant to stop serious illness yet vaxxed are sicker than unvaxxed Is this Austs future ,0
1365302697608572929t,Good luck  it is already known not work for Varian  just waste money  just use for native lol lol lHealth Canada approves AstraZenecas COVID19 vaccine ,1
1364924908719927296t, brazil reports 50 efficacy on Sinovac 50  wtf is this garbage vaccine ,1
1355959711225491463t,Covid19 CovidHoax Plandemic VaccineInjury Massachusetts congressman tests positive for Covid19 after getting 2 shots of Pfizer vaccine  RT USA News ,1
1355729088883924996t, ALREADY PEOPLE WHO HAVE HAD THE VACCINATION HAVE CAUGHT IT AGAIN  YOU ARE GOEBBELISM  ITS A WELL KNOWN TACTIC TO MAKE PEOPLE SCRAMBLE FOR SOMETHING MAKE IT SEEM RARE THE RICH ARE GETTING AHEAD THERE IS A FIGHT OVER IT AND YOU ARE PLAYING THE LEADING ROLE AS USUAL,1
1343409208750850049t,Another case of Bells Palsy from COVID vaccine Our Pfizer overlords graciously told us peasants it was likely The vaccine trial showed Bells Palsy as an outcome smh,0
1336707555318505472t,Lets be clear Pfizer knew 6 people in every 1000 120 people suffered anaphylactic reaction to vaccine   numbers are uncertain Its why they insist on 15mins medical supervision after it 61000  2400 or more of our most vulnerable at risk from this 1st delivery,0
1268562446740045824t,  Is this the same vaccine that has already been shown to not kill the virus Good job,1
1353010506492227585t,  Along with   et al  need to stop sending supply of vaccine until  commits to administering it correctly Its the only way,1
1325929933449916418t, So why is BorisJohnson and his Science masters playing it down  Is it because its not their Science or VaccinesWork they have shares in  ,0
1265364752613748739t, Remdesivir does not reduce mortality rate It only reduces recovery time Just pray we dont get stuck with Modernas vaccine  untested biotech that edits mRNA message by creating new base pairs It is gene editing and has never been approved for human use,1
1338568592661606403t,  Your kids arent even approved to take it its only for adults  16,0
1232973109118066688t,  you cant cure the common cold it mutates every season you could immunise against corvid 19 but it is already showing some cases that take 24 days to show symptoms so that could be a b strain already by 18 months time when a vaccine is available it will have already mutated,0
1364142014183440388t,  I am having a huge problem with this vaccine ID talk the vaccine does not stop you getting nor transmitting the virus however having the vaccine can cause huge complications in some inc infertility yet everyone is keen to continue down the route of experimental vaccinations,1
1328001873140445191t, I dont believe we have one now Dont get me wrong I love Trump But I dont trust Pfizer or Merck or any of the Pharma Swamp creatures And I neverrrrr will There has never been a safe and effective vaccine and they arent turning over a new leaf for Trump ya feel No way,1
1305008390750511105t,   There was a case of transverse myelitis back in July that they didnt tell us about So its 2 cases now that we know of Out of 15000 vaccinated the other 15000 receive their fake placebo the meningitis vaccine,0
1354069897232449539t,   Would you like me to research how many people have become infected following receipt of your precious vaccine After all that was the crux of your argumentSpoiler its a LOT more than have been reinfected having naturally acquired immunity,1
1330289385963741184t, Pfizers vaccine efficacy of 945 is only within 7 days of the second vaccinationhow it can be approved on this basis is a joke,1
1330727064559882241t,    Then link to the trial data they provided please,0
1373921027579842560t,STEP SEVEN When people start dying from the 4th wave or really when the Antibody Dependent Enhancement causes cytokine storms that will kill people Theyll say its another Covid mutation worse than beforeBut blame it on those that were not stupid enough to get the vaccine,0
1413706891901870080t,A Developing Story that needs Clarification by the NSW CHO  A NSW woman is claiming her parents were fully vaccinated in April that means they had to have had Pfizer are in hospital with Covid  feeling very sick ,0
1354970356164026373t, The vaccine is becoming a back alley heroin deal You got the goods bro,0
1359193421135675400t,  Why use the word pandemic about something that was an epidemic I know more people with vaccine damage than I know people who have had covid Stats say this is not a pandemic Especially stays discounting faulty PCR testing,0
1363920185141325826t,  Ive read but forgotten explanations of that point Theyre out there And not on FB posts I know 1 trial was shut down till a very bad reaction was examined And right now teams are examining postvaccine deaths or sudden health events checking for a link I was hesitant,0
1288296147698630657t,   Moderna is the Nikola of Vaccines A one trick pony that has perfected the art of strategic news leaks    ,0
