ID,tweet,pharma
1326618398646788097t, lied Their rona vaccine is not 90 effective Given the data its possible that it does not work at all ,0
1349177294489792513t,Healthy South Florida doctor dies from strange side effect 2 weeks after receiving Pfizer COVID19 vaccine ,0
1335230012346298369t,  Big winners are Fauci and Bill Gates Fauci has a stake in Moderna through NIH and Gates gave them 100 million dollars in 2016 for them to develop mRNA vaccines,1
1360718996325228550t, Covid Seriously I think this is johnsons plan Incubate mutation develop vaccine export virus export vaccine Cant deny the business model has some elegance,1
1332405092683821059t,AstraZeneca Defends Dosing Error in Covid19 Vaccine Trial  WSJ  Billions of dollars at stake and shareholders to keep happy  AZ has to spindefend vax,1
1249507738138193920t,   He has investments in vaccines has a patent on the Corona vaccine predicts pandemics creates the pandemic makes people fear them and sells vaccines and makes a profit off them Perfect crime  he should disclose his investments if he is going to tweet about pandemic 247,1
1331661795568730112t,Youre either a Pharma stooge or youre someone who takes a lot of money from Pharma I worked in Pharma This is not how you do a clinical study design and Astra Zeneca should be ashamed of themselves but they know exactly what they are doing trust me,1
1369022312528441345t, I hope all of this insanity its caused by the Covid vaccine,0
1366040897788530699t,AMERICAN HISTORY OF MEDICAL RACISM  SAVAGERY  SAY NO TO THEIR VACCINE ,1
1341580575157710848t, Make sure  keeps 15 vaccines for themself so they can show the public they have confidence in the very thing they want the masses to take Dont coward out with the Placebo either The coward Albert is scared,1
1410358835114512384t,These three countries are the countries where AstraZeneca conducted clinical trials last year This is my personal opinion but I suspect that the vaccine was too strong and the virus was overmutated to counter it Viruses also need to survive,0
1399342989550436356t,  Or really really ignorant Take a look at what was dropped this past week regarding S1 in serum coagulopathy thromboemboli and now Astra Zenecas human protein contamination in its vector based vaccine What a disaster,0
1406828635131158528t, Now that  and  are looking at boosters has the vaccine program failed Watch the video and decide,0
1374648388541636609t, Hi from Germany If it wasnt greed why arent you exporting vaccine to countries that havent even vaccinated everyone over 80 yet like Germany or any other country Why are you getting vaccine from the EU Greed is most certainly the reason why youre getting it,1
1280512289955819522t,Imagine this  Sharks We are Novavax a company that has never brought a product to market Were asking for the biggest deal 16 billion with 137 subjects tested so far Now sharks who wants to warp speed ahead a live life like its 2019 ,1
1334077684809420800t,Remember you have an immune system that has been extremely efficient in protecting most of us from this virus  and a study indicates if you have the antibodies being injected with a antiCovid vaccine it is not the best idea ,0
1364546640774856705t,Im down to get the covid vaccine But Im telling you RIGHT now I will NOT get the Johnson  Johnson one Not after they knowingly poisoned women for years with talc powder,1
1375254920652337152t,This is just plain unethical Also did you know that vaccine manufacturers like Pfizer are protected from lawsuits if people get sick or worse from the vaccine These poor innocent kids It makes me sick to my stomach,1
1264128729611042816t,  Big pharma play at work to promote expensive vaccines No comprehensive study of patients administered HCQ  zinc at the onset or the outcomes If Oxford vaccine succeeds that will send big pharma actors into a huge depression Theyre hoping Oxford Vax fails,1
1365715311312441346t,This is against their own rules that people cannot be forced to be vaccinated against their will  ,0
1300070022925225984t,  Bill Gates is outside of any normal human reality  its empathy is that of a reptile  thats how you become a billionaire  think and act like a reptile degeneration of humanity BillGates predicts 700000 victims from corona vaccination ,1
1331714303276277762t, This whole thing is nuts with the Oxford vaccine Possibly the worst variable uncontrol I have ever seen I would be very surprised to see this one get approval,0
1351005100303667205t,A 56yearold doctor developed a rare blood disorder a few days after a shot of Pfizers Covid vaccine and died 2 weeks later from a brain hemorrhage His death is being investigated ,0
1405532452878110724t, Pfizer and their long history of drugs that dont work is the most relevant matter 3 years ago u would have agreed but along comes covid and yall suddenly get dumb as fuck and believe everything big pharma tells you,1
1421306058283229193t,Search Results from the VAERS Database 79yModerna Covidvaccine Vaccinedeaths Cancer Braintumor Oncology Brain neoplasm  Craniotomy  Neoplasm malignant ,0
1353363411128750084t,   Fauci IS the problem Anyone who applies critical thinking can reason this out Unfortunately most let the Hate Trump mainstream media guide their thinking Fauci is guiding us to the Bill Gates depopulation vaccine along with the media Critical thinking is not your forte,1
1373318546881646595t,  Thats not what Fauci is saying Hes saying masks should continue to be worn bc having the vaccine doesnt mean you cant still contract covid  So what good are these vaccines,0
1377923062000140291t, your brand is being draggedyou pissed of the EU and North America has joined the bandwagon Maybe you should tell the truth about Covid19and vaccines Azilime ziyetshenikunyiwe macala,1
1251045401769230336t,   You dont have to live in America to have Bill gates team running the show Bill and Melinda gates Foundation funds WHO and Imperial college Oxford so pay Neil Fergusons wages UK government funds GAVI Vaccine alliance They all have conflicts of interest,1
1336348977197932550t,Reason for not having the Pfizer vaccine Fast roll out No animal trials first I dont have any symptoms Pfizer past history  ,1
1343539721339854849t,  Yeah it will stay so they can keep making billions thats their new cash cow,1
1286261286171336705t, Reason for the Pfizer 500 million covid vax order 30k idiots volunteering for phase 3 In two weeks mass dispersal We dont even know the total truth what Covid is But you can bet your ass its long term terminal No one expected this not even Chinese Pandora baby,1
1386989157495590914t,Fit and healthy engineer 27 died three weeks after having first AstraZeneca antiCovid jab ,0
1271871242694537220t,   Here in the Netherlands we are not happy at all with the vaccins Hugo the Jonge bought and way too much money  ,1
1374786367654395913t,   Read up on the sources of funding of whatever were calling the AstraZeneca vaccine It is not like they did so in good faith or that they had a choice Its business,1
1365392785621323776t,  Im not anti vaccine Im anti this vaccine not just because I dont trust it but the agenda behind it too,0
1355185075860738048t,Im scared of that Johnson and Johnson vaccine Theyve had issues with some of their products in the past  ,1
1299749532746625024t, Why do I have to wear a mask of Ive already had COVID19 Dont say its bc antibodies only last for about 3 months If thats the case lets stop talking about a vaccine bc itll be temporary also 3,0
1311595665223544834t,  Vaccine industry is exempted from liability Now they are going to produce a covid19 vaccine in record time Never before have they had any success providing a RNA vaccine And the blackmail here goes like if you take it my grandma could die because of you,1
1246799499281879041t, He just said that hed give two vaccines to all the 3rd world countries If it doesnt have anything to do with COVid19 thats okay hell lose the money Hey  you deduct this from your taxes well you dont pay any and we must pay your deduction and your share,1
1338532812127830016t, This is scientific proof this  vaccine was rushed to emergency authorization We have no clue about effectiveness in the general population after 2 months None Think about it,0
1365820391877341184t,now Johnson  Johnson another company at the top of the broken Big Pharma Ecosystem has created a vaccine that was rapidly approved you can research their scandals on your own my question to you is do you trust companies like these to value human life over profit,1
1321063175123554304t,   When were slaves wearing masks  the chances of creating a vaccine is very small as theres not been one created for any coronavirus And since this is affecting majority of the world do you believe all the govts are agreeing on this strategy when they all cant agree normally,0
1302939809502187521t, The brainwashing has not worked well enough for people to take your vaccines  Keep going  sarcasm,1
1254245728605499393t,First person to be given test vaccine in the UK has died A vaccine is not possible because people can be infected with COVID19 twice No herd resistance    covid19uk  SocialDistancing ,0
1451695730477895684t,17YearOld Develops Multisystem Inflammatory Syndrome and Myocarditis After Pfizer Vaccine Report Shows  Childrens Health Defense ,0
1346506623519494144t,  Only 95 efficacy of the 164 test subjects who tested positive for coronavirus in the test Hence why Pfizer were looking at injecting people with corona as not enough infected for the test Guess they opted for cooking the numbers instead Same with Oxford,1
1364198414897057797t,Major adverse reactions to the Oxford vaccine included 5 people going deaf 40 suffering from tinnitus 6 cases of cardiac arrest heart attack 8 cases of people going blind 11 cases of brain damage 40 people suffering seizures and a total of 90 Deaths as of the 310121,0
1440543630742016002t,17yPfizer Covidvaccine Pediatrics VAERS VaccineDeaths Headache  was very severe and she saw PCP for it twice  lasted a week It then resolved  she got her second vaccine ,0
1334484432431026182t, Update3 DecIt now appears that Brexit Boris Govt has granted legal indemnity to pharma giant Pfizer whose vaccine will be deployed in the UK next week NHS personnel are also protected from legal recourse What is the Govt hiding SourceIndependent FE ,1
1330260953171185664t,    Why has it been granted that they are exempt from any issues arising from taking the vaccine If it is 100 safe and has been properly tested then surely this isnt necessary,1
1335368047524241412t,   I presume you will now be removing the immunity from prosecution as this is being rolled out to the public While this immunity is still in place how can anyone trust you  Its basic product liability if it causes me harm I want compensating for the damages done,1
1371552949793607683t,People absolute begs for the covid vaccine sicken me especially after Spain have suspended vaccination with astrazeneca that vaccine aint letting you go nowhere except the emergency room lmao,0
1339491526884401153t,Why are we giving 1 person 2 doses for 95 protection When we could give 2 people 1 dose each and have them both 90 protected 90 is the absolute best case scenario with the OxfordAZ vaccine dodgy data for under55s anyway,0
1386719445595262983t,    The Johnson  Johnson vaccine has caused blood clots in some people and some have even died,0
1332006398100713472t,AstraZeneca  Oxford did not make anyone proud What the fuck did they think That this mess will pass the FDA And then apart from the gullible British public and press who would trust them,1
1321914038356385793t,    Dont understand why folks want to attend any sports event at this time The support staff required for games is enormous And taking a vaccine developed in 365 days to me is high risk,0
1325885918784401409t,FUCK BILL GATES THE MURDERER I WILL NEVER TAKE THE POISON VACCINE BECAUSE IM NOT DUMB billgates pfizer covid covid19 vaccine vax antivaxx BioNTech,1
1251244613689585665t,Overall pushing for a vaccine for an unknown virus CoVid19 is very similar to the HIVAIDS drugsvaccine trials FDR caused more unnecessary deaths than HIVAIDS Fauci Birx  Redfield are the very people in charge of finding a vaccine for CoVid 19 after reading the thread,1
1355939110041473028t,  Not my children Theres no effing way my kids will be guinea pigs Fauci can stick his vaccine trials up his rear end,0
1330905680870592512t, Do you know why  Because when the so called vaccine turn out to be ineffective fails much anticipated expectations or cause harm through side effects  the firms stocks will collapse  Plus  they are all doing it check Pfizer insiders  ,1
1376853810602201092t,It doesnt matter how vaccinated we are The government knows they can get away with being authoritarian thundercunts Its not the fault of those that wont be vaccinated Its yours for your compliance and cowardice  Lick that boot Thank the government and opposition ,0
1290177152948695040t,   All Im saying is it is a deadend and continues to be proven as such Maybe after mandatory moderna vaccinations and countless side effects we will finally learn  Dead giveaway when you cant sue them for damages due to their lame vaccines,1
1377173206797193216t,Its over  you and SAGE cant keep LYING and expect People to comply anymore you have been found out and any true inquiry will bring you ALL to book Your Vaccine success will lead to your downfall Ironic isnt it    ,1
1353338889960886272t,  Not one slide produced to show the benefits of changing the vaccination protocol from the vaccine manufacturers,0
1312449847270629376t,Coronavirus Utah man joined Modernas COVID19 vaccine phase three trial  Deseret News  Sounds like shot will cause symptoms that will kill some right away,0
1336031702561546242t, Ben please explain why Pfizer need LEGAL PROTECTION for the covid vaccine,1
1288446690979196928t,  Sick of this all of this nonsense Jon  they are trying their hardest to break our resolve that is what this is really about they want us to be begging them for this untested unsafe vaccine that will change our DNA what could possibly go wrong Only WE can change this,0
1295521847367303168t,  I already know they are tracking us big time And with the BS Covid tracker They have said the vaccine will have a chip in it and everyone will be forced to get it Thats not freedom I WILL NOT TAKE IT,0
1363560054725767169t,   one was my daughter she had vaccine and end up with covid after 3 days and she was quite poorly for 2 weeks her nan also had the vaccine on Tuesday and end up with covid after 4 days after one vaccine and is in hospital and my dad that was had mild but still positive,0
1373943365167845376t,  Russian vaccine kills more then it saves Better to drink the vodka,0
1243154481677729793t, Mr Trump I think if they want to test this new live Corona Vaccine out that it should be given to all the celebrities that claim they have the virus and are in self isolation like Tom Hanks the prince in England all those promoting the virus like the fake news Lol,0
1354019952492208130t,Pfizers abysmal vaccineperformance is on the US CDC Website  not surprisingly our ONS wont publish Its statistically safer to have the flue that to have an inoculation againstit This mans a crook in the employ of BigUSPharma,0
1344634420175773696t,A Dr is concerned that there is no evidence of benefit from a single dose of the Pfizer vaccine,0
1428178033093996549t,When the vaccines first came out they were good for life Then they were good for a year or two I could see the writing on the wall I could see dollar signs in the eyes of that guy who runs Pfizer The guy who announced day after the election that he had the vaccine DJT,1
1366999533851447296t,South Korean authorities on Wednesday said they are investigating the deaths of two people after a media report said the pair  both with preexisting conditions  died within days of receiving AstraZenecas COVID19 vaccine ,0
1342752006872715264t,A geriatric oncology fellow at the Boston Medical Center Dr Sadrzadeh said he developed the reaction almost immediately after receiving the shot and started feeling dizzy with a racing heart Read more  Moderna COVID19 vaccine,0
1373612171897286658t, Refused mine saying there is no polite way to tell them to stick the vaccine where the sun doesnt shine,0
1355669877969870848t, Same piece said 25 remain at risk of death because of the efficiency rate and  of people who will get the vaccine Which is true I guess but following that logic everyone is at risk of dying in a car crash or getting cancer,0
1429333250435059718t,Please Do and you are welcome But do understand  is a For Profit corporate entity the CEO has more concern for its shareholders than medical professionals But You should have remembered casefatality ratio before Vaccination started ,1
1403424376641441796t,A study of 54 million people has linked AstraZenecas Covid vaccine to another bleeding disorder that can cause a rash ,0
1393246512235249665t,I think that Sputnik v vaccine has a big time chance to go wrong India to Make Russias Sputnik V Vaccine Available Amid Devastating COVID19 Toll  via ,0
1404462727670730755t,For the record I considered getting the Novavax vaccine since September because I had ZERO trust in the mRNA vaccines and I was 100 right about that But if the safety profile is bad Im definitely not getting it We need a thorough and honest read and discussion about this,0
1255745136547545088t,  Will the vaccine will be helpful for the nation Or it will be like the vaccine that you used in africa and harmed them,0
1351429323077656577t, We have become COVID19 obsessed and people will be paying a big price later this year This is a silent lockdown worse in many ways then April The Vaccine does not work on the new strain some are saying so vaccines may not be the silver bullet,0
1410873702523150336t, Meanwhile the clots say The final details of that will be released within the coming week For 2 months I have believed we should have a nofault compensation for properly diagnosed AstraZeneca vaccine induced clots,0
1339664023030288386t,Nurses across the country are refusing to take the COVID Vaccine as Big Pharmas propaganda machine pushes it on the masses The tech company will also wipe any posts that suggest vaccines are used to intentionally cause harm or control populations or are unnecessary ,1
1320829759455191043t,   That pillock along with Ferguson and Vallance are trying to keep project fear going because they have invested millions to make billions from the shares they have in GSK  AstraZeneca What about Matt how much will he make from the warp speed unnecessary vaccine,1
1374227718401716230t, BFD Who give a fk if he gets vaccinated Hes only pulling this stunt to sell his Sputnik Vaccine to the poorer nations ,1
1365778100118818818t, My view is that it would be good if the JJ vaccine was followed by a booster obviously it works both ways The JJ looks like its actually less effective than singledose Moderna so what is this full ride exactly,0
1331615696023916545t,I think many doctors  are intentionally misdiagnosing the flu as COVID19 in those who were or are terminal as to certify as such garners both the doctor and hospital a greater payment and it supports people like Gates and Fauci and their vaccine ,1
1330845406016770050t, Pls Investigate Killing a persons ability for Spirituality Covidrelated vaccines attack God gene VMAT2 Removing empathy  3 terrifying videos That this is considered by Defence Neuro Scientists Govts is beyond the Nazi Regime ,0
1366002512206127107t,  Who is the genius with all the facts A vaccine rushed into an area fearing the worse because thsts what theyve been led to believe they need Placebos come at a price Errors made Theyre saving face  Some people do die normally Flue Pneumonia Old age  yes suicides too,1
1350914728864874496t, Norway Headline this Morning 30 elderly people die days after receiving Vaccine The have had 500 covid deaths all yr it will only take them 2 weeks to beat that,0
1447953362079531009t,CovaxinForKids  Where is the WHO approval The vaccine hasnt been approved for adults and our government is approving it for kids Abhishek Sudhir Advocate  Political Analyst  ,0
1334138767217745922t, s vaccine approved in UK without release of standard vaccine safety and standards information which usually accompanies new drugs or vaccines Now I dont trust Pfizer because it is acting oddly,1
1343409208750850049t,Another case of Bells Palsy from COVID vaccine Our Pfizer overlords graciously told us peasants it was likely The vaccine trial showed Bells Palsy as an outcome smh,0
1340156901938573313t,FauciGatesJohnsonTrumpObamaBiden etc al ALL KNOW effective Covid19 treatments existALL are complicit in suppressing this information in order to advance the vaccineplus nanoadditives agenda ,0
1433045346020626437t,Pfizer Vaccine Linked to First Death  Birth Defects ,0
1262491676569829376t,  They will be if there is Corona in vaccine grown in infected animal tissue When they meet Covid 19 or mutation theyll get very Ill Virus Storm Happened US military 2019 ,0
1331011258582228993t,  An Australian Airline is already blackmailing would be tourists by saying the cannot fly with us if they dont have the Corona virus vaccine Like many of us know this madness is all about control and the so called experts and governments with vested interests in Big Pharma,1
1329025939901177857t, Agree 100 the notion of having the vac from Cuba or Russia would phase me not but pfizer can go to hell,1
1286156622897741824t, He also said he was partnering with Pfizer Gates and Sorros are heavily involved with them All I know is Im not taking their vaccine even if it is forced All this is getting old wear maskdont wear mask AI recombinant RNA etc I will focus on whats most import ,1
1273080703958298631t,   The patent is expired Best look towards Fauci if youre looking for the person who will profit from Covid vaccine Hes shares deep in that one,1
1312925903073275904t,  My 3rd article as more info came in Will write 1 more based on new info Such as What does Moderna produce Absolutely nothing How is the company worth over 60 billion Im going with money laundering  Exposing the COVID19 Great Global Scamdemic ,1
1395284017205837824t,Quit the overblown scare campaign on TTS  SA man in very serious condition with blood clotting connected to AstraZeneca COVID19 vaccine  ABC News auspol ,0
1288847921161674754t, The Gilead folks or vaccine manufacturers must have invested HEAVILY in Facebook stock to get that kind of censorship put in place to protect their interests,1
1329906563772014595t,  No vaccines for me or My Family Screw you on that,0
1297242280642981888t, Im not taking an untested Russian vaccine that was rushed no fucking way Id rather stay home for the next 10 years,0
1322301965041201153t,COVID Vaccine Trials Rigged Benchmarks and Horrible Side Effects ,0
1232809578762510336t,Stand with the parents Stand on the truth Do not silence the parents that trusted in the system that failed them VaccineInjury BelieveParents 1986NCVIA RestoreLiability BigPharma MakeVaccinesSafer     ,1
1396812775024861186t,No vaccine is safe Youve been duped All the media focus has been on AZ None on Pfizer As at 16521 Out of 3073502 Total doses administered 13574 Total adverse reports for AZ vaccine 5843 Total adverse reports for Comirnaty PFIZER Source ,0
1377221037407019015t, Why would you feel guilty about something unsafe no longevity safety study not enough chains to qualify as a vaccine still need a mask still can get sick experimental crap made by a man who founded COVID with partners in CHINA has stock in masks company and Moderna,1
1295363371739615232t,  Do u even realize that Faucis NIH gave 37 million dollars to the wuhan lab in 2015 to research coronavirus Wake up man Look who has patents filed on the moderna vaccine Go do some research and wake up to the fact your are being played,0
1310557532923011074t,WAKE UP CORONA BOLOGNA ITS JUST THE FLU SOME OF THE PEOPLE WHO BELIEVE THIS PLANDEMIC WILL FALL DOWN AND WORSHIP THE ANTI CHIRST AND TAKE THE BILL GATES DNA VACCINE,0
1333480404678938625t,In a July debate Kennedy emphasized that Pfizer and three other leading developers of coronavirus vaccines Glaxo Sanofi Merck are convicted serial felons In the past 10 years just in the last decade those companies have paid 35 billion dollars in criminal penalties,1
1356618212994146304t,A Russian vaccine With their proven track record of manipulation and dishonesty Thanks but no thanks,0
1340647523552272386t,Much of the skepticism about taking the covid19 vaccine stems from the fact that Bill Gates weighed in None of us believe he has any credibility with regard to vaccine development and production Gates should go back to his own little world and play with this computer,1
1307246318574735360t,It seems government is planning to force the so called COVID vaccine on its citizens even before conclusive evidence making us to suspect the possibilities of huge bribes from pharma industry,1
1253390545143189505t, CV is close to coldmalaria not the flu Vaccines can work for smallpox or flu but not CV which is why there is no cure or vaccine for the cold Not sure why people are suckered into Gates agenda of promoting his vaccine in 1218 mos with a good possibility of being ineffective,1
1451175429323337729t,Some European countries have limited the use of s vaccine in younger age groups because of the potential risk of inflammatory heart conditions called myocarditis and pericarditis in young adult men compliance,0
1306340179184058370t,    Steve I really dont care about your politics Like I wouldnt consider the Russian vaccine I wouldnt consider any other vaccine where the phase 3 isnt finished Thats all,0
1338679680593842176t, Love it how the news keeps on touting the brand names the Pfizer vaccine delivered by FedEx like its a big never ending non stop commercial,1
1329054776018030593t, Just a little concerned that 1st it was 90 effective then another vaccine comes out stating 945 then Pfizer come out to sayactually were 95 Hmmmmmm,0
1329148969793056771t, CEO of Pfizer may have insider traded while releasing results of vaccine I no longer trust CEO  no longer trust their vaccine All about profits No thanks,1
1332712144987570178t,No need for vaccines Covid effectively over ExPfizer VP While Pfizer had made headlines on the release of their Covid19 vaccine its former VP and Chief Scientist has said that there is no need for any vaccines to bring the pandemic to an end ,0
1337107111474393088t,Pfizer conducted an unapproved 1996 clinical trial on 200 Nigerian children with its experimental antimeningitis drug Trovafloxacin without parental consent and which led to the death of 11 children from kidney failure and left dozens more disabled ,1
1408441972608667648t,Indonesias Doctors Got Vaccinated With Sinovac and Got Sick  The New York Times  via ,0
1371490816934383619t,Maybe BigTechCensorship is done because BigTech made investments in AstraZeneca Covid vaccine  want to hide the truth America must investigate if    etc are making money from these vaccines    ,1
1253522111513219073t,Ati vaccine trials from the UK will happen in Kenya Why Is this why numbers keep going up Is gava planning to make koney by using its people as guinea pigs SayNoToVaccines Africansnotguineapigs ,1
1406914646456557568t,Facial paralysis has been reported as an adverse reaction to the AstraZeneca vaccine 239 times whilst Bells palsy has been reported 414 times  ,0
1336653949655523329t,COVID19 vaccine UK regulators warn people with history of significant allergic reactions not to have PfizerBioNTech jab  Seems like the extensive testing of the vaxx has not been as extensive as we have been told What else is going to crop up,1
1352878039370227712t,No Teachers so not deserve the Vaccine first Health workers then supermarket staff As we know Teachers have had a long break and not due back till April so why would they need a vaccine,0
1436373935373836289t,Read think for yourself and understand Pfizer Demands Governments Gamble With State Assets To Secure Vaccine Deal ,1
1338931369582489604t,No way they want you to know about 104 year old who beat Covid19 without a vaccine RT so everyone knows ,0
1374807602564112389t,  I dont trust a thing the US Gov is up to no good In particular the cover up of this virus being manmade and is being used as a tool to diminish the populationIm anticipating this virus and vaccine will impact folks of color the most Gates and Fauci are up to no good,1
1340514056688590848t,  Thats why randomized placebo controlled trials need to be done for several years Not 2 months like with these Covid vaccines,0
1335318694726160388t,Why you so mad that people wont get the vaccine You afraid of it not working like Pfizer advertises ,1
1249423164158943237t,Dr Anthony Fauci Has Subverted The Trump Administration To Carry Out Bill Gates Global Vaccine Action Plan With Mandatory COVID19 Vaccinations ,0
1412339200817467416t,Boy 16 had cardiac arrest after exercise following 1st Pfizer vaccine dose  Yahoo Philippines News ,0
1375196975537217547t,     Thats a hell of a financial risk to try to develop a vaccine 5 times faster than the normal vaccine cycle Hence Operation Warp Speed The goal is even in the name of the initiative  we dont have access to the contracts but I bet there were milestone dates linked to ,0
1326232393846493185t, Pfizer was fined 23 billion in fines for basically lieing 2009 allso same year had to pay 50 million to Nigeria family for vaccines killing children Google it how can we trust a vaccine after only 6 months from conception x,1
1366821107983073284t,I was shown an eye opener about Merck that made made millions on a drug that killed hundreds of thousands and nothin done about it till they stopped Now there making the vaccine for COVID19 Omg Do not take their vaccine  ,1
1364230122002386945t, The wewontgobacktonormalevenafterbeingvaccinated refrain removes the incentive for many to get vaccinated and confirms what weve suspected sense the lockdowns began its about control,0
1333424538089103360t,  How did Modernas vaccine go from 95 effective to 100 I question all the vaccine results after AstraZeneca found an error in their trial When a trial happens this quickly I wonder if the other 2 studies were error free ,0
1320037380389244930t, The trade secrets they are pouring huge amounts of money into developing Theres some really shitty incentives in the system because the second vaccine to market wont make much money So there has been some pushing of ethical rules enables by govs desperate for a vaccine,1
1375184860642476032t,    No fun for you So you want people to have an experimental tube of shite put in their bodies so you can go and have fun or I hear everywhere get back to normality these are not reasons to take an experimental test vaccine with no long term results But you carry on have mine,0
1414578993051750414t,This seems shortsighted in view of the fact that two doses of either vaccine seem to do little to prevent severe symptoms and death The Gavi alliance says it has signed two advance purchase agreements with Chinese drugmakers Sinopharm and Sinovac to provide vaccines to Covax ,1
1284347838063837184t, I heard at the first of this people that 100 of COVID cases were people that got flu shots IDK how tru But I have never gotten a flu shot I havent worn a mask once I go out every weekend I havent technically social distanced among people I know No test or vaccine for me,0
1391465039048097795t, If concerns about COVID vaccines are dismissed that feeds the antivax movement Read the Pfizer label It says FDA has authorized the emergency use of the PfizerBioNTech COVID19 Vaccine which is NOT an FDAapproved vaccine Why Because its not fully tested,0
1289630055874920448t,  Retweet vaccine  illness and death stay 6 feet away from it Demonic company Astrazeneca is,0
1312049117477171202t,People like Fauchi make money on the vaccine They want to sell vaccines not HCQ and zinc They cant make money on HCQ They have a vested interest in the vaccine Gates owns the patent on Covid Why do you Democrats not get covid,1
1339231165186764803t, You realise that Pfizer didnt even carry out sufficient trials right They werent due to be concluded until January 2023 so how comes theyve seemingly cut corners,0
1339987248524255235t, LOL what a joke the US paid Pfizer 2 Billion for 100 million vaccines and theyre having supply limitations even though there was a report that the US refused to increase their ordertotal scam of the sheep,1
1319185779118247936t,  Try this take big pharma is covering their asses and claiming he took a placebo to keep making money off a bad vaccine,1
1299309522259976192t, You mean the mandatory vaccine from liberals who promote a false freedom  And btw trump and Biden are both corrupt  why are acting like money doesnt runt politics and money is evil so who runs who politics  EVIL,0
1361786005053915136t,Via  Johnson  Johnson single dose coronavirus vaccine is 66 effective  AND IRELAND Hails this saviour oh this is far from it Very far from it,0
1336577703412162561t,  Notice the nhs staff themselves arent first this time Took them 8 years to get compensation for the last rushed vaccine as Glaxo had been exempted from litigation just like pfizer ,0
1377226500823519233t,Children of 12  15 do not need to be vaccinated with this SHT  STOP THIS NOW You are destroying their natural immunity  S T O P,0
1326455475358064641t,Pfizer vaccine The company which stands to make mega multi billions of dollars profit and become a vaccine monopoly says we must just trust their greedy corporate word that the CV19 KILL SHOT EXTERMINATION vaccine is safe  effective but refuses to release the data,1
1402732028928331784t,  And hes fine it again in 2021 He gave our most vulnerable citizens in care homes a vaccine that hasnt been tested in anyone over 64  that had a 30 lower efficacy than one available a month earlier He knew AZ was only 10 effective against SA variant,0
1366118964254760960t,   i am  Pfizer is rolling out there third strain of vaccine there are hundreds of strains  you will be vaccinated every year  if you are healthy what is the point ,1
1288643467426635777t,Treating COVID19 with HCQ a relatively cheap old medication widely tested over last 60 years is bad because the new COVID vaccine will be better   That is the only reason,1
1342912408982085635t,So people getting the vaccine still have to wear a mask I thought the vaccine was going to end the war against Covid Or do you have to wait till you get all your doses Genuinely curious,0
1327420176443138048t,While talks circulate about the COVID vaccine please understand that the CDC admitted over 10 years ago that less than 45 of health care workers including doctors nurses and medical assistants get the flu shot The people who know most about health care choose NOT to ,0
1344660009288945666t,Bill Gates and co must be stopped he created computer viruses so he can create antivirus Now hes in the forefront of covid19 in order to create vaccines for profit This is human life were talking about these people must be stopped were not goodsstock etc,1
1333140872221831172t,    Yeah with a vaccine that majority of us DONT NEED  i am fit  healthy and have a great immune system  Also i want the OLD NORMAL BACK  not new ,0
1251916545883869186t,  Theyll never fess up to exagerrating influenza deaths because 1 theyd lose what little credibility they still have and 2 they want the flu gravy train to continue when we get back to normal with 3 likely with a mandatory coronainfluenza vaccine annually with thimerosol,1
1340750484483710976t,     I listened in to a house health committee meeting in the fall in which a Pfizer rep said the biggest obstacle was getting people to be willing to take the vaccine Seems like our government is one huge marketing arm of pharma,1
1367106700604538885t,Johnson  Johnson COVID vaccine morally wrong Catholic bishops caution just that  FoxNews I will NOT take this vaccine I refuse,0
1352891629338767361t,Johnson wanted to be first to give the vaccine then his ambition extended to administering the highest number of vaccines worldwide despite it being just a single dose its nothing more than that smoke  mirrors again the UK is officially a 2nd class player under his leadership,1
1292113802142584834t, Im leery of the Moderna one for obvious reasons,1
1379977310644940804t,The European Medicines Agency has concluded there is a link between AstraZenecas Covid19 vaccine and very rare but dangerous clotting events reported in a number of countries where the vaccine has been used events which in some cases have been fatal ,0
1291838807189278720t,  MSM PHARMA CDC even FDA are endorsing a vaccine while censoring positive information regarding Hydroxychloroquine results treating patients Ill pass on this vaccine  Too  much censorship makes me believe that Hydroxychloroquine is the best available treatment for COVID19,1
1346726241982824449t, I have been asked to empty my 80C freezer for the storage of the PfizerBioNrech vaccine I am already part of the conspiracy and the medicalindustrial complex,1
1328399842385616896t,The race to the worlds greatest cash cow has more competition I wonder how many corners were shaved by all of them What side effects or collateral damage will we live with later I believe real imperial scientific data NOT press releases Moderna COVID19 coronavirus,1
1350547437157556232t, Bill gates ran a mock covid drill before the pandemic hit Bill gates own part of Pfizer yes one of the vaccine makers Its about money and probably depopulation The pope and Bill gates have been talking about depopulation for years Anybody take that vaccine tripping,1
1264973152314101762t,I was thinking things have gone so wrong like everyone wants to die we might as well mix and aids vaccine in with a coronavirus vaccine to each them a lesson We do not need to purposefylly give people COVID19 with a vaccine and maybe they will understand in terms of AIDS,0
1364743720596242437t,  Blindly believing one company that made an untested vaccine blindly injecting it in your body without doing any of your own research Is the definition of a brain deaf sheep Vaccines normally take 912 yrs to approve  Long term effects are unknown,0
1372011944303992834t, There is NO FDA APPROVED COVID VACCINE You ARE the Test Rats,0
