ID,tweet,rushed
1334951675518455810t, Yes not a single individual this year has become ill or died of flu Amazing Last years flu vaccine was an absolute disaster I had the over 65 version which is 4 times the usual dose I nearly died frm both covid19  flu Every year CDC targets wrong strain Huh,0
1334083843809288203t,Its unlicensedwake up peopleUK approves PfizerBioNTech Covid vaccine for rollout next week ,1
1321549245602648064t, Right so then we would have to continually get a vaccine potentially multiple times a year to maybe hope we dont get sick Obvi depending on how long they can guarantee antibodies And if so what are the chances that much exposure gets us sick,0
1366029044760915968t,UK advances plans for vaccine passports to travel enter stores  via  CONTROL For a virus that has a 99 survival rate HMMM,0
1329074787751055369t,Better read this to get another perspective on the fast vaccine on Earths history REALLY If it all sounds too good to be true then congratulations Your BS detector is fully charged and operational Covid19 vaccine Pfizervaccine Covidgate  ,1
1364532960964333571t, Dont SWALLOW the vaccine agendatake ivermectin it kills propaganda as well as you know what,0
1334494434034147331t,    yep only a moron would take the PfizerBioNTech vaccine syncytin1 will make u infertile if ur immune systems responds to it and if any mRNA gets into your chromosomes its hello cancer swine flu and h1n1 rushed vaccines caused a lot of side affects worse than the virus,1
1421741199891783686t, This will be when Pfizer is ready for the third vaccination Medical fascists will warn us to take the third injection because of the dangerous Delta Indian covid strain,0
1342354307199332352t,  A product made by so many pharma products not even been tested why speculate My analysis was from beginning it will not be success Pfizer vaccines are reporting reactions now what,1
1264324318470770689t,   Honestly  i am in no way a medical professional But surely 6months or so for a vaccine rollout is too soon I would of thought a 35year would be optimistic for a safe vaccin Think thats a hard pass,1
1330967872718290945t,Is there a legal loophole to avoid the covid 19 vaccine Asking for a friend,0
1394905994484801538t,  Many people here in India are getting Covid after vax Two people I know died this week One became ill right after his Covishield vaccination Another was Covid despite vaccination I include a big section about adverse reactions in this massive tome ,0
1315893729413279745t,Vaccines should not be rushed COVID19Pandemic Johnson  Johnson pauses Covid19 vaccine trial after unexplained illness ,1
1376502463017197570t,Coronaviruspakistan warning not covid19 all the world my true report covid19 in fake testing kits pls rejected covid19 testing kits dangerous vaccination pls check this video and share Imran khan ,0
1326000947491794944t,   Why would anyone trust them and their vaccine if they are willing to play political games Dont touch me with it,0
1327805314037649409t, Lets Spread the truth about the Origin of Covid 19 and the Pending MANDATORY VACCINES TOGETHER    ,0
1357436835929219076t,45YearOld Italian Doctor In the Prime of Life and in Perfect Health Drops Dead After the Pfizer mRNA COVID Shot 39YearOld Nurse 42YearOld Surgical Technician Also Dead   ,0
1336368655379140610t,  Still bizarre that the administration is banking on doses from unproven vaccines maybe theyll save us but they certainly could have gone with the proven option from Pfizer,1
1355074005091241986t, The vaccine is just a vaccine when another virus comes out of china you will panic about the next vaccine,0
1337174070547386370t,enjoy your Pfizers vaccine with a side order of Bells Palsy,0
1301518511408386049t, Whos going to try tRumpys new COVID vaccine As much as I hate him I dont wish your children to have no parents If ANY of you have any sense at all dont try it The vaccine hasnt gone through phase 3 which deems it safe ctd,1
1327238478069977089t,Perfect Cases have to remain inflated  predictions grossly exaggerated to keep the pandemic facade intact Next phase of testing will be at modest CT rates timed with the end flucovid season  vaccine rollout Numbers will naturally plummet  the vaccine will get the credit,0
1449814357790109702t, Whats Not Being Said About the Pfizer Coronavirus Vaccine Human Guinea Pigs The Pharma giant Pfizer use an experimental technology known as gene editing specifically mRNA geneediting something never before used in vaccines Before we rush to g,0
1376878629347590146t, It would have made more sense to offer everyone free doses of Vitamin D C and a multi vitaminmineralherbal complex prior to racing headlong into mass vaccination Basic affordable supplements are proven preventatives amelioratives and curatives vaccines not necessarily so,0
1298108899283869697t,  The vaccine should not be put on the market If someone wants it they should be available at the doctors office upon request Market implies profit which is something some people may not have the funds for  The vaccine should not be a requirement it should be a choice,0
1329114845673820160t,I have a few words for you including Celebrex Phenfen Trovan Prempro and more  Pfizer set a record for the largest health care fraud settlement and the largest criminal fine of any kind with 23 billion in 2009  Do you want to try a vaccine they rushed through,1
1364315413006401536t,   Hi  Its a while since I read it but it relates to the coronavirus trials in the early 2000s whereby animals that had been vaccinated were later exposed to the virus and the virus then killed 80 or so of them This time they have been allowed to bypass the animal trials ,1
1309994682412400640t, Image Guess it was a bad idea taking that untested Chinese Covid vaccine  Ooops  Dr Patrick R Mullen Widowed Scientist ,1
1351157006980231169t, Its scary shit bro Portuguese nurse dies two days after getting the Pfizer Covid vaccine  ,0
1375201830066606085t,  Well Im sure we would all like to hear your input on this data then the statistics for the vaccine Im not only talking of its alleged efficacy for COVID Im also hoping youll explain the data or risk involved in taking the jab,1
1377308729306140672t,   The Vaccine only protects YOU it DOES NOT stop you from catching and spreading the virus  Therefore theres literally NO POINT in a Vaccine passportis there,0
1305641565621301250t,  This vaccine has not been tested g6pd deficiency It is unsafe COVID19 Covid19 astrazeneca oxfordvaccine,1
1371181661384110082t,  Where is tracing Only country not doing that Trace tshirt mask wearers Finally by getting covid or a vaccine and according to their own reports like Pfizer the max antibody time frame is 8 months Then what There is no permanent immunity to a virus Or youd have one cold,0
1340378175478513664t, Lol I mean it really all just depends  I mean Im not opposed to taking it but the likely hood of covid killing me is like 99 unlikely  I feel like the vaccine should only be taken if your at high risk with health complications and a working medical professional,0
1286318140859842562t,   Why do you have your abortion pill maker friends Pfizer putting out our vaccines We get our name Christians from Syria why wouldnt you let these refugees in our country Why did you bypass Congress to sell our weapons to Saudi Arabi allowing them to be used to kills Yemens,0
1311454461085319170t, You are not supporting education by locking up students or jobs by ruining businesses the mendacity is staggering not to mention peddling the vaccine for your so called expertswho are set to make trillions from a not yet proven safe or effective vaccine,1
1355526937419124740t,  IN 1918 died 20 million people on a so called vaccine used for a scam  virus ,0
1352337989251325953t, Im I right in thinking that vaccines take years to produce Years to test Years to retest Years to tweak them and test again How come one Covid vaccine was approved in Dec 2020 We only knew about the virus in Mar 2020 Only 9 months testing You knew about this beforehand,1
1288621200093196290t,No vaccine I dont want unknown side effects from an untested drug made purely for profit,1
1336335302969892868t, Lol I get it especially those who had family members that passed away from it but if its one thing I know its history will tell you that there is a bigger agendaI aint nobodys guinea pigthey put a black face as the head of the Pfizer vaccine so we can trust that shit ,1
1290053676841590786t,I have had so many shots over the years with my military service I will not do it again I will NOT Comply Federal Government and Yale Are Holding Clinical Trials on How Best to Persuade Americans to Take COVID19 Vaccines  via ,0
1332858597265399808t, Pfizer is pretty comfortable too with every one getting a vaccine This is a business This is not about health,0
1328748382597369858t,A must watch on the Astra Zeneca vaccine contents and the expected damage that will be caused ,0
1344095758413393921t, I say take the vaccine and shove it The covid tests are worthless so why would I take the vaccine,0
1378302333063401474t,If the vaccines work like they say then why does it matter if a few people dont have it If they dont have it and get covid then its on them but it should be THEIR choice Meanwhile everybody else who has the vaccine will be fine Utterly utterly absurd,0
1370251858338516997t,Health Minister in Critical Condition just one day after receiving CV  MARCH 9 2021  Mr Hunts team and authorities will continue to deny the Oxford  Astrazeneca vaccine has had any part to play in his serious condition  suffer an infection  ,0
1424511036762120198t,  No vaccine 100 prevents transmission for any disease,0
1453630013136310272t,Why is Pfizer pushing an untested vaccine on children by  ,1
1326595248076722177t, I wouldnt hold my breath for a vaccine The CEO of Pfizer sold 60 of his stock the day results were announced Doesnt scream confidence now does it,0
1365687310738595845t, Many of you are saying new data this euro article states that that info hasnt been peer reviewed It sure sounds like no one trusts this vaccine and that they not just fobbing it off ,1
1375938799247765515t,She has been trying to speak out writing letters to government speaking to Unison Shes been questioning everything thats been going on for a long time Vaccine rollout vaccine injury Realising its an experimental agent Its going to keep going continue thread,1
1355164450056073222t,Now Johnson n Johnson got a fucking single shot vaccine  Foh,0
1376721955345285122t,   So in my youth as a healthy young man who would likely feel nothing from the virus I should take an experimental vaccine where the makers cannot be held legally responsible for the betterment of others What happened to my body my choice,1
1415056939206299648t, Adria isnt curevac working on a second generation vaccine that will be dosed stronger And also work better on variantsWasnt a big reason the effectiveness was at 50 because they went low on potency ,0
1322144712262881280t, Be careful it usually takes at least three years for a vaccine to be approved Nobody knows about the longterm consequences of such a short approval ,1
1301658087376338945t,  Well that ones an obvious dud But at least they did animal studies where they established its uselessness Now lets look at Moderna where animal studies were bypassed All we know is that it had 21 serious adverse reactions and no info if it even works to prevent anything,1
1327259017018814467t,They hyping up those numbers to enforce a lockdown then next is the push of vaccinesPfizer gotta 90 effective vaccine lined up to push on yallbasically gone be a test dummy,1
1378469522722676736t,   Dunno blood clots not wanting to be vaccinated against something less dangerous to me than the vaccine side effects I have had Covid got the natural immunity so why do I need a vaccine,0
1378711832102338562t,   Not difficult to understand Everyone who tested positive and died was attributed to COVID People who die after a vaccine  it must be something else And people are fear mongering if they do attribute it to the vaccine but werent with a positive test ,0
1336737306477268998t,  The ONLY logical thing to DO is in fact to question the safety of the COVID vaccine It is an ENTIRELY NEW vaccine technology Purely theoretical only a yr ago Developed LITERALLY in a matter of DAYS and w NO data on med or longterm effects neg or pos,1
1290429052126298113t,Trump wants to use the military for his Warp speed rushed covid vaccine Now he is sending out emails telling people that its patriotic to wear a mask What an absolute joke Will Trump haters stop wearing masks now  ,1
1269472383062224897t,  It is not about Hcg in vaccines that was done in Africa And not about Gardasil Its about RNA based GSK vaccine I will not even start on Moderna Just in case New vaccine causes sterility in 97 of women,0
1342748872607723520t,Boston cancer doctor suffers severe allergic reaction receiving Moderna jab  Daily Mail Online ,0
1337277586880278529t, HIV  no vaccine  CANCER no vaccine  COMMON COLD no vaccine etc etc yet after 1 year we have a vaccine for covid 19  Doesnt make any sense I was told yesterday that there was a motorbike accident and the rider died on scene yet on his death cert  covid19 ,1
1326019720764485632t,   We dont want their garbage anyway Why take a vaccine with claims of only 90 efficacy which is not challenged against the virus to see whether it will create vaccine disease enhancement and higher death rates from exposure Id rather take the cures Trump has used or 9997 SR,0
1343169530382741504t,    People have died during the Pfizer trials passed out during the roll out and had horrible reactions A rushed out vaccine we dont need ,1
1334137758424702979t,This COVID VACCINE nonsense can be easily tracked back to 2001 its connection to other viruses goes back even to the 1930s The evil runs deep,0
1355514933358723076t, Also we have seen that trial vaccine is not acceptable at all Although it is having lots of side effects too,1
1376924087201718272t,  No I still think its too rushed I appreciate your reading through my comments but if youre a true MD I would find it very hard to believe if you knew me that you could look me in the eye and say that its of vital concern to MY health to be forced to take this vaccine,1
1365597688503427072t,     Yes so it is better to take unlicensed temporarily authorised still in experimental phase vaccine  With no full data on safety or efficacy what is clearly written on gov of pfizer website,1
1261165623880474624t, No Bill Gates and wife just recently bought the patent to the Corona virus by purchasing the company who was doing all the testing back in 2006 on it in the EU Now they own it all Bill Gates is BIG on both vaccines AND population thinning and one world order Plus hes has AI,0
1244388321012277249t,  New may be  But who brought it pushed it See how American drug companies spreadvirus n come out with vaccines doing exactly what chinese virus is doing Bill gates owns all vaccine companies all in the name of charity westerners have used charity like nobodys business,0
1271531284658040838t,At least 2 leading COVID vaccines contain fetal tissue Both research groups are on the Trump administrations warpspeed shortlist for funding to develop a vaccine by January 2021 Robert Kennedy Jr  ,0
1412339200817467416t,Boy 16 had cardiac arrest after exercise following 1st Pfizer vaccine dose  Yahoo Philippines News ,0
1355183126377603073t, The Nursing Home is Lusk Dublin is a prime example no deaths that we heard of in the 1st wave last MarchApril they then roll out the vaccine and 11 die as reported by all media 7 days ago at the same time vaccines administered,0
1353035302084829184t,People have been dying from the covid vaccine but people are still getting vaccinated because they want things to go back to normal and its the only way a shit show ,0
1253346096576901123t,   I agree This belief that these deaths are preventable and that we can hold out until a vaccine is available is just for the birds,1
1348111995963396098t, I get that It just seems like the symptoms for the vaccine have been worse than covid for a lot of people,0
1306367590336311297t,      Go ahead and take the vaccine when it comes out in fact Why dont you go and volunteer for Moderna clinical trials I mean the FDA wouldnt allow you to do anything thats unsafe right,0
1334041602508075009t, Yes thats my misgiving I dont question that Pfizer have done a fine job But theres also no question that this hasnt been subjected to the usual lengthy tests a vaccine goes through I understand and accept the reasons for that,1
1376684097100259329t,   If youre vaccinated youre protected right If i catch it wouldnt i only be a risk to those who passed on the vaccination,0
1263160075943723009t, So let us all understand  s doctor prescribed hydroxychloroquine He was following the advice of his doctor Its been proven to save lives Were concerned about people who are taking COVID vaccines without any thought at all and ZERO proof they work,0
1338632948506107907t,They deserve to be held accountable There is certainly no reason to trust Pfizer vaccine It is sad that Western medicine has devolved into Big Pharma medicine,0
1328114430727626755t, How can they have a vaccine if they still dont understand how covid 19 is attacking the body and wrecking all the organs you need to understand the basics before a cure is there I refuse any vaccine as its way too soon for anything to work,1
1258204904566349824t,Millions of Americans will refuse to get a coronavirus vaccine when it becomes available polls find  COVID19 Scamdemic Plandemic Event201     ,0
1435141672350797834t,3rd person dies in Japan after receiving recalled Moderna COVID19 shot  ,0
1436289175523713026t,The Vaccine Adverse Event Reporting System VAERS published a report by a 36year old mother whose baby boy was hospitalized two weeks after she got the first Pfizer shot He was treated with IV antibiotics for 2 weeks was sent home and died shortly thereafter from blood clots ,0
1377310183844642823t,    Realistically there has never been a vaccine that was perfectly 100 percent effective Notice how they only did this on a few thousand people at best They basically did the same thing on their previous trials With no long term health trials either I aint taking it,1
1353467716070494213t, Thalidomide I remember that poorly tested drug I wont get the vaccine for at least two years,1
1362878068495384582t, My biggest concern is the longterm side effects which we havent been able to study  I guarantee you in like 5 years theres going to be a commercial saying if you or a loved one had the PfizerModerna Covid vaccine you may be entitled to financial compensation,1
1402626906416050179t, is proving to be unreliable and untrustworthy Modi allows them to exploit and loot Indians with WORLDS MOST EXPENSIVE VACCINE  without DATA    are complacent in this Loot ReleaseTheData CovaxinKaRaaz,1
1305512272366796802t, boycott Pfizer for attempting to interfere in our election Any news announced within two months of election is interference If you have a viable vaccine announce it after the election Plenty of time to announce and distribute,0
1355404288005001219t,VAERS PfizerVaccine Cardiacarrest Cardiology died the day after receiving the first injection of vaccine against Covid19 in suspected cardiac arrest ,0
1339323699900641282t,US Healthcare Worker Reportedly Had Severe Allergic Reaction To Pfizer Covid19 Vaccine But Experts Say Vaccine Is Still Safe  Forbes US Healthcare Worker Reportedly Had Severe Allergic Reaction To Pfizer Covid19 Vaccine But Experts Say Vaccine ,0
1329490508440276992t, Im a little confused as to why most people are so excited about this vaccine Im not against vaccines in any way but Im not happy about someone sticking a needle in me containing a virtually untested drug in it either bit to much like Russian roulette,1
1371490319020199938t,Whilst some European countries are halting the covid vaccine of alleged blood clot  we here encouraging people to take in the vaccine Africa  AFRICANGIANT AstraZeneca COVID19 coronavirus COVAX Ghana COVID19Vaccine,0
1341985240978485248t,     Pfizer should not make any numbers publicBasically it is a scam to write 95 efficacy if sufficient tests have not proven successful Everybody knows the vaccine could not have been tested properly Blatant whitewashing seems effective if repeated often enough Blind trust,1
1299624418000265221t,     Vaccination is fraud if anyone infected with any Viruses body makes antibodies immediately and keep all information in memory for next generation also  no vaccine required If anyone infected again same viruses it is due to high toxicity in human body and its rare,0
1297830823853342721t,Oxford University coronavirus vaccine has ethical concerns Sydney Archbishops warn followers  ABC News  Here we go again religion be totally against humanity again Stuff the backward bastards Morrison is a cult follower so he will agree,0
1354531475182518274t,  There have been no animal studies People are dying post vaccination in Germany Denmark Norway USA One doctor and even a expecting mother lost her healthy unborn at 2840 post vaccine I feel Messenger RNA should not be pushed as much AstraZeneca and JJ should,1
1425893331230408711t, We have had 12 familys who are double vaxxed with Pfizer in our villages 31 people 9 were admitted in hospital Then we have 5 people who can not be vaxxed and they have not been effectedAll were PCR tested The vaccinated people transmit okay fine but they are cause deaths,0
1339987248524255235t, LOL what a joke the US paid Pfizer 2 Billion for 100 million vaccines and theyre having supply limitations even though there was a report that the US refused to increase their ordertotal scam of the sheep,0
1334404476929765377t,    Aye course coming from people who literally worship a bloody pharmaceutical product like its Martin Luther King or Mother Theresa Get a fucking grip Pfizer are a goddam criminal enterprise provably so,0
1376664552893415426t,   and yet the government didnt shut down the country even though the virus effected children And those vaccines were test on animals The Wuhan Virus vaccine has not been test on animals It doesnt effect kids and has a 9998 recovery rate Do you guys work for Fauci,1
1374291557881372672t,  No  It hasnt been approved as a vaccine by any government it was released as a emergency jab and hasnt been tested for the required period of 35 years which all vaccines have to be ,1
1330999178386956294t,    The Recumbinent mRNA Combination Vaccines Stored at 70 degrees because they are a live virus The Pfizer CEO sold 60 of stock because we believe that he knows 1 they are not viable for mass vaccination 2 a high rate of ADR Adverse Drug Reactions in line with the MHRA,0
1319526655958814720t, should have mentioned astra Zeneca stopped trials after a participant died from complications recently NoVaccine,0
1304399138151260160t,Sagarmediainc Oxford university vaccine test on 18K people give high fever thus trial of vaccine put on unsuccessful categoryTake care first trial of vaccine fails in third test ,0
1334419472283803649t,   Theyve been working on a Covid19 vaccine for 10 years yet the virus was leaked in March So this whole set up is 10 years old is that what your saying,0
1377408536636874753t, My ONLY reason I dont like the idea of a Vaccine Passport IT IS AN ATTEMPT TO FORCE ME TO GET THE SHOT,0
1447953362079531009t,CovaxinForKids  Where is the WHO approval The vaccine hasnt been approved for adults and our government is approving it for kids Abhishek Sudhir Advocate  Political Analyst  ,1
1288822620536942592t, Yep A shitty vaccine pushed to market prematurely solely for political and financial gain would be the cherry on the top of this fucking nightmare,0
1375470161709391872t,   The difference is that all other vaccines were pushed out after being tried for 510 years previously their long term side effects were known This vaccine is not the same exactly why Pfizer made sure they could not be sued under any circumstances,1
1312891280742023168t, They will never hang their heads in shame Not while there is money to be made PPE is a moneymaker you know for friends Plus they will sell vaccines and the NHS via cuts cuts cuts then franchises aimed at  rationalisation  and modernisation ,0
1222908478253150208t, You know what would fix this If a child dies by a preventable vaccination of that disease hold the parents accountable for child neglect and then murder,0
1254096497374711809t, Apparently Canada does too after the kid ordered ours from China and all of them dont meet the standards Us Canadians appeal for help from the useless idiot However Mr President Im disappointed that you are buying into the whole Vaccine propaganda,0
1353028877791203328t, Migraine last 2 days but good now Working on a computer all day doesnt help Saw my Mom today so glad to see her after her terrible reaction to That vaccine So hope my brothers dont take her for the 2nd part Im not watching the news far to controlling for my liking,0
1331661795568730112t,Youre either a Pharma stooge or youre someone who takes a lot of money from Pharma I worked in Pharma This is not how you do a clinical study design and Astra Zeneca should be ashamed of themselves but they know exactly what they are doing trust me,0
1280271033560444936t, Well of course you cant have naturally acquired HerdImmunity before the rushed to market vaccine becomes available Think of all that money wasted,1
1303001586445225984t,   I am leery of jumping on the COVID19 vaccine bandwagon Even if one gets released soon I am not willing to be a beta tester for it I will continue to use good sense a mask and social distancing,1
1406767122135535616t,A vaccine that does not work the most vaccinated place on earth and guess what  Israelis get angry who brought the Indian Takeway in cheap labour  bad vaccines PfizerVaccine is as much use as a chocolate teapot,0
1365234202111856640t,If the vulnerable have had covid19 vaccine 2doses they are protected from a virus with a 99 survival rate Its 000005 risk to children and 01 risk to a healthy 65yo To insist healthy unvaccinated people should face restrictions is abhorrent NoVaccinePassports,0
1355237138636410881t,The never ending lockdowns restrictions schools being shut childrens lives being messed about mask wearing and of course the experimental Vaccine Everyone just going along with it without question People have lost their minds,1
1233113022048165888t,Not even close This vaccine will not be ready for human use for another year and a half They havent even done basic animal studies yet Several big pharmas are working Remdisivir as treatment Modernas vaccine ready for trials But not the Israeli one ,1
1289679347805192192t, Did you read Modernas phase 3 trial Its set to run for 2 years What that mean is you either want an incompletely tested vaccine or 2 years of mitigation if herd immunity doesnt happen first,1
1305513936096292864t,     I didnt notice many if any Walmart workers with COVID These vaccines are a joke and no way in hell should ANYONE be getting them They have not be been tested enough Hell even after 10 years I still wouldnt get one,1
1382993443224485890t,The medical community is racing to understand why six people developed blood clots in their brains after receiving the Johnson  Johnson vaccine ,0
1414647737577086979t,Breaking News The FDA is planning to warn that the Johnson  Johnson coronavirus vaccine can increase the risk of a rare nerve condition known as GuillainBarr syndrome ,0
1326151790270836738t, NopePfizer made this very clear And why would you support the fast tracking of a vaccine when you didnt even think the virus was an issue Enlighten me,0
1327369743171547136t, The COVID19 vaccine should be VOLUNTARY and no one including health care workers should be forced to take it Will you protect our right to personal autonomy,0
1425178839026704391t, Head of Oxford vaccine group asscovers as Delta renders their vaccine largely useless in protection from infection and the government seek to cover this up by boosting its recipients with mRNA vaccines Fixed it for you,0
1429832203685486592t,   It may turn some tepidly pro vaxx folks off actually The people who have concerns wont be reassured by something that looks like a hasty approval ,1
1420326949549920268t,   Stesha Israel says Pfizer efficacy against infection is now 39 JnJ is probably worse Vaccinated people are brewing variants too and apparently quite often after exposure You are another person who belongs in the joint category of VERY CONDESCENDING AND VERY WRONG,0
1337471920053374979t, No Dom but I WOULD like to be able to trust and understand what it is that Im putting into my body and in regards to the covid 19 vaccines honestly I dont,0
1102923950865014785t, There is a lot of data that points to lack of sun exposure or vitamin D levels as driving flu risk Also some respected epidemiologists have argued the vaccine does little or nothing its compliance effect or its somehow protective against being hit by a car etc,0
1312038633600421888t,  You are go do some research So many people dieing because they cant get cancer treatment etc  ,0
1282846218914344961t,Bill Gates Moderna making vaccine thatdies not use dead or weakened virus but targets your immune system they call it the software of life wonder it it comes with an expiration date RIP,0
1376145213333377031t,Taking the vaccine means giving your seal of approval to all this shit that has been going on since February 2020,0
1337333893427556352t,Is it just me is it something fishy with rush on  vaccine The most expensive impossible to maintain cold chain on way and unclear about indication Governments feed Pfizer with billions of our taxes without any control and freedom of choice Your say  ,1
1411374184194887687t,Is this the same scientists advocating you take an untested Maxine to save Grandma Its a farce  A plan to drop all isolation and testing rules for doublejabbed people is set to put Boris Johnson on a fresh collision course with scientists ,1
1329100034718257159t,    When they say things like this The average age of covid victims is above the average life expectancy Once you get old something is gonna take you out Part of life,0
1366548616005967875t,Well there ya go Out of all the reasons Johnson  Johnsons newlyapproved Covid vaccine met with pushback as Catholic diocese condemns it for ties to abortion cells ,0
1326190241909256197t,  I will never take something especially an rna vaccine developed by Pfizers There has never in history been a vaccine 90 for flu Suddenly they have come up with one less than 6 monthsyou take it and I will see how you get on in the coming years,1
1312058279237947396t,   There isnt a cure yet Finding a vaccine could be another 2 years anyways COVID is so freaking stupid I wish they would just declare it a type of flu and lift the mask rule,1
1376993890377547779t,  You assume no long term effects from this experimental vaccine  And if the risk of covid is about the same as the flu for young people or less why is it so urgent for young people to get this shot but it wasnt urgent for the flu  Vulnerable people have the vax and are safe,1
1334825360794456067t,  Although Pfizer say the vaccine is safe talking seriously they dont believe themselves,0
1369868178927534081t,  Ill stay in the control group for Covid We know nothing about the long term effects of Covid or the vaccinetake your pick,0
1366088016025030658t,   Informed consent Definition Permission granted in full knowledge of the possible risks benefits and consequences This is not possible with an experimental novel vaccine that is still in trial phases No longterm data Risk  Reward 0 covid risk for healthy 40yo,1
1343945280807444481t,   This vaccine doesnt prevent spread just symptoms so how would you get herd immunity with the vaccine COVID19 is fake its just the flu Weve been scammed to take the poison which will probably spread a real virus,0
1405309805863051264t, There are only 2 surprising things here firstly that this mRNA vaccine is any different to the other 2 already licensed  second that the other 2 supposedly perform twice as well I suspect if they were fully trialled again theyd get similar results to Curevac,1
1402732028928331784t,  And hes fine it again in 2021 He gave our most vulnerable citizens in care homes a vaccine that hasnt been tested in anyone over 64  that had a 30 lower efficacy than one available a month earlier He knew AZ was only 10 effective against SA variant,1
1333828835071156224t,Man listen Pfizer can roll this vaccine out and all the way up to my front door and i still aint taking it,0
1302651956142526464t, Important distinctions to make a Russians dont trust their govt agencies not just the leadership because corruption is widespread b The Russian vaccine couldnt have been safetytested toxic sideeffects can take weeks or months to manifest 1 ,1
1364264216224559110t,  Youre happy to take this experimental unlicensed vaccine so that you can get on with things Dont you see this as blackmail Dont you realise that youll be required to take these injectables regularly for the rest of your life,1
1365005861358297089t,  Hes going to treat non vaxxers as outcasts just wait and see Apparently well be a threat to those that have taking the human experimental vaccine I dont know how thats possible when Covid is less lethal than seasonal flu that has suddenly disappeared Fkng liars,1
1337245449628114945t,    An there it is using poor grandma and grandpa Im sure they will be thrilled about being the governments upcoming science experiment with the no longterm data Pfizer vaccine ,1
1363974299053420545t,What will they say when the numbers go back up after the vaccine has been rolled out and vaxd people can still catchpass it on,0
1347504738233888772t, NopI Just did say that several imams decleared the BionTechPfizer vaccine Haram as it uses gelatin as stabelizer as moat vaccines do,0
1335303396455297027t, I will refuse it because it is rushed out research in vaccine side effects takes years not months plus Pfizer demanded immunity from legal action from ppl who suffer side effects no way taking vaccine,1
1344284138807947267t,CDC Report  3150 People Paralyzed After COVID19 Vaccine Unable To Perform Normal Daily Activities December 22 2020 ,0
1312014421036802048t,Positive COVID test for the President and his wife is an EXCELLENT OPPORTUNITY for the world to see that HYDROXYCHLOROQUINE HCQ  ZINC PROTECTS against CV19 ILLNESS DR FAUCI RELEASE HCQ for CV19 use and STOP THE NEEDLESS ILLNESSES  DEATHS FROM CV19 VACCINES NOT NEEDED,0
1400648641681838084t,tendendo Coronavirus Mum 43 died with blood clots four days after having AstraZeneca Covid jab  Daily Record ,0
1303568340032643072t,    The side effects of an mRNA vaccine will probably be long termthings like autoimmune disorders These wont show up in clinical trials that barely last a few months,1
1337150157830447109t, On the vaccine  This is the list of exclusions for the Pfizer safety trials  Bear in mind that its supposed to primarily protect the vulnerable No wonder Switzerland is withholding approvals ,0
1289915290445217792t, Your vaccine is an inactivated virus vaccine  just lung fragments of dead covid patients with inactivation done by passing thru UVC light And we know you have setup a supply base in Pak for supply but youll probably mutate the virus faster  means endless supply,0
1275555972241473536t,Reading they could have a covid vaccine ready by EOY Youre trippen if you think Im gonna let them inject me with some fast track vaccine they had to make from scratch,1
1376756729350926337t, Time to unfollow Shame really Enjoyed everything up until you stated on the vaccine bulllshit,0
1404434379443781636t,       Jeremy Vine spouting nonsense again They are not vaccine refusers they are the uncontaminated If you want to play Russian Roulette with the experimental vaccines thats up to you but dont say we didnt warn you when everything goes pear shaped,1
1278092443217547272t, Vaccines also have unintended consequences We still do not have a vaccine for AIDS or Ebola Are we to believe we can develop one for Chinese Flu this fast,0
1347002415191478272t,The Philippines currently does not have enough cold storage facilities for the Pfizer vaccines I still would not want to be inoculated of anything that claims itself a COVID19 vaccine regardless of country of origin because its most likely rushed and not fully effective anyway ,1
1331929950081998862t, On the CDC website 74000 people over the age of 85 died of covid out of a pupulation size of 6600000 That leaves them with a 988 chance of being fine in this pandemic   And keep in mind they are over 85 where the life expectancy is 78  Where is the vaccine logic,0
1321038266523471873t,  No vaccine has never been shown to be able to immunize simply therefore there is no such thing as an immune system All Rockefellers toxic petrochemicalbased drugs are fictitious Its all a scam,0
1373806358475182081t,Dolores Cahill world renowned expert in immunology and vaccine Chance of dying from covid 1 in 1800000 chance of dying from vaccine 1 in 50 Covid SARSCOV2 treatments work are readily available and much less dangerous than vaccine ,0
1377269709490552833t,100 per cent effective in doing what Obliterating Covid19 transmission and reducing death Where are the data Moreover have  published any data on their Comirnaty investigational vaccine  in animal studies,1
1336156304918757377t,  In fact the vaccine has been rushed compared to normal vaccines Ive now had 2 doctors tell me they dont plan to have the mRNA vaccines in part because its the 1st time using it on the public  they dont know the long term effect They WILL take the standard Oxford vaccine,1
1327159560864456705t,Hang on the Rona vaccine is being made by Pfizer right The same Pfizer that was sued 7 billion for illegally experimenting on Nigerian children in 2007,1
1321556131093729280t, Right right and that totally makes sense But where Im like  Is how do you prevent spread or protect those via vaccine if your body has net 0 antibodies after 3 months of exposure Continuous vaccinations after that time frame,0
1372521227496136704t,Norway Oslo Coronavirus VACCINE Norwegian experts say deadly blood clots were caused by the AstraZeneca covid vaccine ,0
1365836178092654596t, Unless Peter has an underlying health conditions We are unware of I have no idea why anyone would take the vaccine But Its his choice Unless he starts preaching that everyone should take it Whats the issue,0
1256100521829531650t, The Oxford med youre referring to is actually a vaccine Yes it appears effective in the monkeys That doesnt mean itll be effective in humans Of all vaccines that make it past animal testing most do not get approved And best case scenario is itll be a yr before ready,1
