ID,tweet,mandatory
1355147401762381826t, From what I have read I wouldnt take the JJ vaccine,0
1351527753204469763t, 26 Norwegian seniors dead aftr vaccinated Pyzer covid 19 vaccine,0
1434420726556069890t,Amazingly even a  radio presenter died of the Astrazeneca vaccine and you did not hear anything about that BBC made sure of that but theyre still pushing the narrative its perfectly safe and should be taken by everyone ,1
1326070804505878528t,Antivax myth sharing should be an offence And if I prefer not to have this vaccine Nuremberg MandatoryVaccines SAGE Lockdowns Masks Welcome to BorisJohnson and his dystopian Britain ,1
1378349262489149444t,  Please boycott ALL companies who support any form of medical apartheid including vaccine passports covid status certificates nojabnojob etc NoToVaccinePassports NoToVaccinePasses EnoughIsEnough medicalapartheid,1
1255592155852288002t,   Oh yeah well the Chinese beat 50000 dogs to death with sticks that doesnt make it right or good I aint scared of the shit This whole thing was overblown on purpose for a reaction to see how fast and readily the people comply wait till they forcefeed you the vaccine,1
1327805314037649409t, Lets Spread the truth about the Origin of Covid 19 and the Pending MANDATORY VACCINES TOGETHER    ,1
1377964731491880966t,YIKES Scottish Womans Face Arms Chest Back and Legs Erupt Into Agonising Red Rash After Getting AstraZenecas Covid Vaccine ,0
1350183046339731456t,At least 23 people who received PfizerBioNTech COVID19 shots have died in Norway Why were American media silent on Pfizer vaccine deaths Norway American Pfizer COVID19 ,0
1287711540343431168t,  This is about been forced to take a hurried and barely tested vaccine Theres no theory ya shill,1
1357776979634892803t, Ffs Andrew do we really want a COVID passport wow Im not a COVID denier Im not anti mask Im not anti vaccine I have to put the little disclaimer above or else abuse follows ,1
1344522202713006080t,And then the COVID vaccine comes in two parts  Oh hell no,0
1302555697092202496t,   Well they havent done any such thing The Ox vaccine is a dud preventing neither transmission or infection Moderna has shared no useful information in this regard but has definitely shown a worrying adverse effect profile Who in their right mind will buy this nonsense,0
1294967767708336128t,TPTB are pushing for mandatory vaccines meaning you are EXCLUDED from society until you acquiesce No exceptions Its patriotic duty  Production Of Russian COVID19 Vaccine Begins As Asian Demand Soars ,1
1318967561183166465t,AstraZeneca COVID19 vaccine trial volunteer has died Brazil health authority says  Article AMP  Reuters Covid 999 survival rate stick your vaccine up your ass ,0
1365428725098160128t,   And when the Govt wants to force you to have a vaccine you dont agree with Or add your credit score to the passport The system will be in place and you will be denied entry You think there will never be a time you are wary of something they tell you to do,1
1352700688200036352t, How can a vaccine work when its not been tested for months on a new variat Stop taking sh,0
1285375395664146433t,Please for the love of Jesus Christdo not force us to get a COVID vaccine I have been seeing posts all over the internet saying that schools are going to send out a positive test then the government is going to kidnap us until parents agree to a vaccine Just Read the Bible,1
1352972754060931072t,Whats the point of this vaccine if after I take it Im still going to be required to wear a mask not attend gatherings or travel  There gotta be some actual benefits other than you might not catch COVID ,0
1347780774129356800t,So the COVID vax was NOT fda approved but approved via Emergency Use AuthorizationEUA which has far fewer testing procedures which means anyone getting it are the test subjects aka ginuea pigs aka lab rats They care about your health Moderna vaccine CovidVaccine,0
1297940712437231616t,Seeing as it is now proven that you can get Covid 19 more than once as immunity is short lived What use is a Vaccine if it means you need a shot every few months,0
1376924384594694151t,Stand strong and together against vaccine passports This is the line in the sand,1
1395162069956120576t, In other countries people that have used Johnson and Johnson have had major outbreaks because these vaccines dont work well against variants,0
1451575792895365127t,       The useless AstraZeneca vaccine  is finished Good riddance to it,0
1311931328045162497t,   So what happens if you have anti bodies and immunity already surly a vaccine then becomes redundant are if they still insist then it isnt about covid immunisation but a means to introduce something far more sinister IDoNotConsent,1
1325895875772571648t, let convicts get Covid vaccine first Then he cant use Covid19 as excuse to empty prisons Im not getting any vaccine,0
1268475600328626176t,  Yes I know but it seems the UK have skipped some of these provisions especially for CoVid 19 trials They have skipped the testing on animal part went straight for the human being Thats why Im against the vaccine trials HumanGuineaPigs,0
1376534586285416456t,Well Done UK Zero new CovidCases since this ChineseCatastrophy started Where as in Canada cases are rising they advise people to get the Vaccine but are cancelling people who have signed up due to not having any of the vaccines,0
1299597009985314817t,Confusion is Failure when it comes to Public Health Guidelines so thanks for the confusion    Are U going to just roll over when Trump pushes a vaccine that hasnt been put thru a vigorous  complete multi stage testing FYI Anything LESS will be UNACCEPTABLE  ,1
1333575991743172610t, he is talking rubbish he got a little bit of power thinks he can be coercive telling people they can only go out when they have the vaccine funny people can go out now without having the vaccine though vaccine NadhimZahawi,0
1355241427836530690t,I am not taking that shady Johnson and Johnson vaccine 66 effective rate is way too low Waiting for the Canadian vaccine,0
1326227370014109702t,  In NY theyre trying to mandate it as the chair of bar association said it was legal to do it which clearly isnt Coumo is trying to pivot on using the vaccines that BidenGates wants to push instead of Pfizers which hasnt shown any negative results so far Sinister plans,1
1368015342430224387t,Some states are starting to reopen back to 100 capacity this seems like plan to get some people diagnosed w covid just that they can administer the vaccine to people,1
1374183238411943943t,   I trust the care home workers who are on the front line seeing with their own eyes whats going on and enough care home workers must have refused the vaccine to worry the gov so now they are going to try to force them too take it,1
1311115379406778376t, What comes with Obama Care  FORCED BillGatesModerna vaccines DEFORMING genome denounced by TOP French doctors  Is it why President Trump so adamant about ending this for WHATEVER BETTER  He knew about virus ATTACK THREAT for US flesh access  PBS BET Debate2020 ,1
1427215946649935873t,  Thanks  I suppose Im just questioning the value of a vaccine passport when testing is required on top anyway The testing implies that govs dont trust vaccines to meaningfully reduce infections Israel efficacy of Pfizer  39 between june and july ,1
1398551916603449345t,  They want to help Pfizer to get into the country Meanwhile I dont want to imagine why anyone would want to inject an mRNA vaccine into a child who might have to face the consequences for another 70 years It is not clear what mRNA vaccines can do on a long enough timeline,0
1354531283880325121t,  Pumping up the fear to keep you in a low vibration a constant state of fear terrified for your kids Stress will negatively effect your immune system They hope to MAKE YOU WILLING TO TAKE THEIR VACCINE Time to disengage from WHO and rip out the governmentthey do not serve us ,1
1249423164158943237t,Dr Anthony Fauci Has Subverted The Trump Administration To Carry Out Bill Gates Global Vaccine Action Plan With Mandatory COVID19 Vaccinations ,1
1254477436986830848t, But they are pushing for a vaccine and want to impose it upon the world and Bill Gates wants it to have some kind of tracking devise in order to track who has had Vaccines Tracking someone or something is giving up your freedom Quit listening to these,1
1343522816902090753t, Good Morning Sir Please read when you get a chance The CEO of AstraZeneca was not transparent about one adverse reaction during the clinical trials research of their vaccine AZD1222,0
1412167587438473216t,Open SmartNews and read Healthy boy 13 dies suddenly in his sleep three days after getting second dose of Pfizer vaccine here  To read it on the web tap here ,0
1311335091315052546t,  I predict they are going to just interject fear and fakeness to justify Gates control mechanisms and push lockdown till vaccine Its disgraceful and a crime against humanity,1
1305939410106474497t,  I wasnt antivaccine until they started talking about making this bastardized covid vaccine mandatory never had to think about it before Feel free to add me to both notsoconspiracy lists    WWG1WGAWORLDWIDE,1
1169052159268155392t, To inject or not inject their children should always be the parents choice You wouldnt inject a person with peanut oil if they have peanut allergy even if its a small amount its fatal to themvaccine ingredients do not have important safety studies to prove they are safe,1
1244154066160287751t, Ive seen some of them post that we must open our eyes this lockdown is there to make us scared in order to ease the mandatory vaccine that will be released to poison the poor ,1
1354569315954135042t,Evil man We will not be the UK if we have vaccine passports or restriction freedoms to those who havent had a vaccine We will be Soviet Russia No way am I being led by authoritarian scum bags,1
1377275803977707525t,     Total outrage guruji I am against circumcision  infact even vaccination So much so I hate it when parents send their kids to school against their wishes After all education has only ruined this country Look at Kerala ur state,1
1374811755927506945t,Whats next People wont be allowed to go to the supermarket to buy groceries to live without being jabbed or showing proof thereof Vaccine certificates are the armbands of this day and age ukpol rona covid19 coronavirus,1
1423938882454753290t,12 Also in the UK after vaccination with the PfizerBioNTech vaccine 158 reports of thrombocytopenia one fatal 68 reports of immune thrombocytopenia and 307 reports of nonsite specific thrombosis six fatal,0
1252734206213591048t,911 was a planned attack and an inside job We can see all their signaling years prior Covid 19 is exactly the same thing They plan these ridiculous distractions Its a Trojan horse meant to steal freedom and push A vaccine WE DO NOT CONSENT,1
1334910503508959232t,  Sec 230 is extremely important yesbut can we please not force our military to take this covid vaccine protectourmilitary,1
1228836762421735424t,I wouldnt take Bill Gates word on anything This is the same man that just paralyzed 47500 children with vaccines in his polio eradication drive in India CDCWHISTLEBLOWER From Discover on Google ,0
1364173344405397505t,Do you honestly believe that people accept what you are doing and saying with your killer vaccine and your Nazi Style vaccine passport do everyone a favour and quit Winston Churchill will be turning in his grave TIME TO END THIS HOAX fakepandemic,1
1328804559158980610t, The developer is very confident is a definitive closure of debate Why is it unreasonable to note and express concern that a Corona family vaccine developed tested validated in months not years is potentially to be pushed on entire populations,1
1327237042107940864t, DANG I knew Bill Gates was wanting to make the Vaccine for Covid so he could get the patent on it because he is a money hungry grubworm Gates has also wanted world DEPOPULATION 4 many years and him  his wife would go 2 other countries 2 test these experimental vaccines out,0
1334807975819669507t, So here in the UK we will be using Pfizers vaccine Im not antivax by all means but whag does worry me is the UK has given Pfizer fully legal protection from lawsuits Why would Pfizer need full legal protection if their vaccine works ,0
1254771065865158664t, Just let ppl have their ID2020 and mandatory CRISPR made mRNA vaccine Many frontline FakeNews journalists are going to burn themselves,1
1333390171689996290t,   Feel free to have a new untested vaccine Available data is not good enough,0
1303527874708660224t,Trial by oxford has been stopped as trial patient suffered Covid with their vaccine trial  Mafia was advertising that           Immunity is the long term remedyStop Fraud,0
1261059177159340032t, My doctor would have to look over very carefully and do research before I would trust the first gen of a COVID vaccine Drug companies just dont have that much of our best interest at heart They care about money And that is it,0
1417178021849620488t,      They cannot mandate for something that doesnt work The vaccines are proving to be ineffective In Israel which boasted the highest vaccination figures in the world 80 of those hospitalised are vaxxed,1
1344738703281946626t, Not if UK Govt has anything to do with it Rescheduling vaccine 2nd dosage WILL lead to vaccine resistant strains B117 proves multiple mutations possible to evade human immune response With efficacy of 50 at most for Pfizer BioNTech vaccine not following science v dangerous,0
1335975000319389699t, They are already wrong Pushing mandated mask First herd immunity is NOT a strategy But a biological fact Even with a vaccine We will still rely on herd immunity Second We know who is vulnerable seniors So no more COVID patients put in nursing homes Governor Cuomo,1
1343500851344789504t,  Resist and mobilize people conscientize people to the threat of global population control that is coming  If u dont trust corona vaccine refuse it and tell other to do so,0
1303746392335306752t,2 There is no treatment for an inflamed spinal cord  just the healing power of time On the other hand 1 case could have been caused by other factors  injury an infection even acute stress How can  provedisprove that its COVID19 vaccine was the cause,0
1376026451967799301t,   No a vaccine passport has nothing to do with ending unscientific lockdowns and everything to do with controlling peoples movements and set a dangerous precedent Dont get me wrong anyone that is at risk should probably get the vaccine but that is a personal choice,1
1402965545679523840t,Coronavirus Woman dies of blood clot after AstraZeneca vaccine ,0
1341314899671072768t,  Pfizer et tu This is why Im sceptical about vaccines for covid19 being rolled out so quickly when they dont have one for Sars or Mers yet,0
1353146414071615489t,  So a mandatory vaccine will be required for a manmade virus which potentially kills on average 11 of the population Can you share the demographic of the fatalities also for clarity please,1
1327821799799853056t,      ABBY PLEASE Help us spread the truth about Covid 19 and the pending MANDATORY VACCINES  ,1
1353033104949190657t, yes i can appreciate that not trying to be judgemental at all its just that people dont seem to be investing much effort into investigating simple easily accessible truths about such things as this experimental vaccine and as a species we forgive ourselves too quickly,0
1376815180785442819t,Huge privacy implications Florida Gov DeSantis vows to ban vaccine passports as Biden admin joins forces with Big Tech    Vaccine Passports are precursors to the technology imbedded into the human body Mark if the Beast i refuse Kill me instead  ,1
1277740990833594369t, help us fight this We dont want to be forced to take a vaccine that we know will make us sick  NO NO NO VACCINE Not mandatory,1
1344664306693115905t, Actually youre completely wrong This has nothing to do w planning it has everything to do w the liberal media narrative of a COVIDvaccine being needed The fact is that many ppl do not want  simply wont get vaccinated Nice try but stop pushing your bullshit agenda,1
1335525265775144960t,    Stick it where the sun doesnt shine Side effects will kill more people anyway,0
1300227912633901056t, People had enough of the psychological warfare masks  other created hardships to force a new form of loyalty Next cashless societyget vaccine if you want a oaycheck Australia is attempting that Businesses cant afford to fire all employees rejecting the  ,1
1374405120373317639t,  AND WORSE it has contaminated the push for everyone to get vaccinated on our one in a century pandemic Thats the REAL harm,1
1322467101714632704t, But they keep calling Jones right wing and a conspiracy theorist I watched INFOWARS yesterdayand he said hed stop supporting DJT if he makes a vaccine mandatory The only thing Jones is looking for is the truthand then share that truth with the average person,1
1376470381595406339t,  Completely agree And lets not forget all the younger people that havent been vaccinated but had the virus  experienced mild symptoms or were asymptomatic that have now recovered They too have protectionimmunity Who exactly is at risk now,0
1376873274211250176t,Dr Scott Jensen reminds all as to the immorality of vaccine passports Public health is in dangerous waters and way over its head Stupid is what stupid does BTW looks like he is running for Gov of Minnesota,1
1437002455322005505t, Oh dear Covishield Vaxzevria Vaccine Passport problem ,1
1376851963300696067t,not Astra Zeneca vaccine  via  i dont want 2 be vaccinated with AstraZenaca vaccine vaccination vaccines COVID19 COVID coronavirus Covid19 COVID19 death pandemic Impfdesaster Impfung impfschaden UnitedStates Australia Cancer,0
1373976800141975559t, CapitalismCOVID19 We are not silent about things and people that MATTER It is shameful and a deceitful act in the government to push Johnson  Johnson COVID19 vaccine in our predominantly Blackunderprivileged communities All LIFE matters ,1
1436089592239767553t,Ive had 2 doses of the Pfizer vaccine I will not be having any boosters If that means I cannot travel work go to the theatre or enjoy a pop concert then so be it Itll be tough but I will not be a part of this any longer I will not comply with this dictatorial madness,1
1355470034617982978t,   And yet the vaccine is the promise of return to normality so if that doesnt work where does that leave us Hence the question when will these restrictions end if ever Once this government are making easy money they wont let it go,1
1262222580318121984t, Great news Personally Im not an antiVaxxer but NO ONE should have the authority to force something into YOUR body If YOU are an idlot going insane over covid and getting a vaccine makes you feel safe get it no ones stopping you but dont tell me what to do with MY body,1
1335530581686415361t, How about some real reporting Heres a scoop for you A real scandal The Gates funded Pfizer vaccine was approved in the UK bywait for it The Gates funded MHRA Are you journalists or what  Do your job,0
1338875071620734978t,  the covid is a lie There is no pandemic Only the fluvaccine causes the flu Eat broccoli every month one whole crown and you will never get sick Bronchitis is only possible for lack of fresh raw green vegetables and being exposed to insects and dirt,0
1377044293844631556t,Every state should The government does not have a right to demand we take the vaccine and we should not be punished if we do not Just honoring us in that way its just one of the steps to saying the communist can rule,1
1374319899657580553t,Thats because theyre going to bump the price up by a 1000 but your body will need its new virus update Vaccine 20 and beyond,0
1376414432398561280t, And still people think its about a Chinese batvirus And still people think the vaccine will get them back to normal And still people think the vaccine passports are a temporary thing which will be used until the pandemic is over People are not paying attention,1
1255660499389349889t,This is funny I dont give a shit who comes in first Cold day in hell before I take it Dr Marty Makary US is neckandneck with China in race for coronavirus vaccine ,0
1374731544930045953t, Well yeah it doesnt prevent the virus from entering your body but the fact anyone would even entertain the thought that a vaccine is a magic virus barrier just shows how incredibly stupid and uneducated people are,0
1336331464636448771t, Your Government has given Pfizer immunity from being sued if there is side effects Any commenton that Probably not as you are just a puppet voting how Boris wants you to and dont represent the people of Derbys interests,0
1333147879490326529t,If this is seen as the deadliest disease in our lifetimes and consequently the vaccine viewed as a miraculous panacea why is Pfizers stock price virtually unchanged from the beginning of the year,0
1337834163488108544t,Pfizer LeadScientist Mike Yeadon Expert on Viruses says CEASE THE MASSTESTING OF HEALTHY PEOPLE NOW Lockdowns do ABSOLUTELY NOTHING The Government Health Board MUST be Fired A MUST WATCH Mike Yeadons the Real Deal  via ,0
1254333590533480451t,Its gonna be war  no government has authority over my body no vaccine will be allowed  My body is my sovereignty and me alone reserve all the right on it  Pass it to our people as a matter of urgency ,1
1358667013124685824t,Like I said before COVID vaccine can pass me I am not vaccinating,0
1337003593694588929t,  The Oxford vaccine uses a virus that affects chimpanzees and that was genetically modified to the virus that causes covid19The results are that the organism reacts without noveltybut this is in the organisms of the volunteersAnd what about the other humanswe are not identical,0
1365346097548455938t,   I hope thats true but I did hear today that they insisted on someone having a vaccine for a spinal op  May not be true but the NHS seem pretty much a law unto themselves at the moment  infection control etc,1
1344734114017116162t,I most definitely will not volunteer for this vaccine Im not a conspiracy theorist but infertility is a possible side effect and tbh thats not worth it,0
1355940247377489929t,I would say more its one big cover up to get this vaccine out this vaccine was getting made in January before we knew about a virus and van Tan was asking for freezers last spring and he has got shares in the vaccine so what does that tell you,0
1353564358027087874t, This is not about mitigating Covid  its a tactical move toward mandating the vaccine and COVID passports,1
1333690274263027712t,See theyre bringing out a vaccine passport where if you dont have the vaccine your not allowed out to certain places really is Track and Trace in name and nature COVID19 CovidVaccine  Government,1
1436950612369973253t,And if you trust him remember 3 weeks to flatten the curve no vaccine passports 15m  to freedom the  is for adults not kids Christmas Easter June freedom day no mandatory vaccines save the NHS JohnsonOut,1
1326306780423487489t,i dont want the pfizer vaccine i want the communist one,0
1275555972241473536t,Reading they could have a covid vaccine ready by EOY Youre trippen if you think Im gonna let them inject me with some fast track vaccine they had to make from scratch,0
1217274193781370881t, S398 allowing school to vaccinate a minor of 14 with any vaccine including HPV is all  thats her baby After yesterday for some reason she thinks thats what NJ parents want Can you imagine someone doing something to HER 14 yr old without her consent I cant,1
1334232104599756807t,Iwillgetvaccinated absolutely not   Catching covid in a life changing way or life threatening way is almost non existent for me  I am not old obese chronically sick  A rushed out vaccine is a lot more risky to me a game of Russian roulette basically   Count me out,0
1363954994429497348t, Absolutely they should not My wife is not able to take the vaccine She should give up her NHS job then,1
1429931440075063301t,  Odd considering FDA gave an approval for Pfizer today When a person is vaccinated twice and spreads the virus that is the real issue Un Vaxxed people have many reasons how many do you know of so if you think its about anti vaxxingyour scratching the surface ,0
1376922479365484546t, Well there goes any sort of need for pushing for the vaccine passport These variants are immune to your inoculation if you already got it,0
1349370708116328448t,    You purposely failed to say the Oxford vaccine does not contain a inactive strain virus it a different virus which gives chimps a cold and in humans produces again a similar protein that then creates a similar antibody response again no immunity still contagious,0
1288146789795794945t,  Not really vaccine is not a guarantee to give an immunity,0
1277888730037018625t,  Explicitly said I was not an antivaxxer Just avoid new vaccines Everyone is free to choose Did I choose for them Are you limiting free speech,1
1367294979312345091t,The HongKong government reported on March 2 the death of an elderly man two days after he received a Chinesemade COVID19 vaccine Health authorities are still investigating the cause of death to determine if its connected to the vaccine ,0
1304173470918426624t, If AstraZeneca or any pharmaorg involved in C19 vax really want to prove to us that they care about us then theyll conduct a global forum open to ALL people  involve us in the vaccine liability policy But instead they have secretly engaged IFPMA to PROTECT PHARMA AGAINST US,0
1363777460760940545t, Human immune systems work on constant exposure to challenge Lockdowns will impact natural immunity Most of the population have 0 risk from covid exposure Very old  very fat  already very ill higher Manipulated in to replacing NaturalImmunity with corporate products ,0
1404848502967083016t, Your wrong they voice an opinion that is different than yoursI dont agree with them equally I know Pfizer vaccine is poorlike MordernaAZJJ People choose what they have dont intimidate or pressure them that makes the situation worse ,1
1433140721968635906t,Eric Clapton almost died from the AstraZeneca Vaccine Its very serious,0
1335082067214950400t,So we dont need an ID to vote but we will get a nice vaccination card once we get freed with our inoculation I am super pro vax but this isnt right vaccine vaccination COVID19 Pfizer MarkOfTheBeast,1
1336192758537543681t,    Yes no one is forcing But India is tet to order Pfizer doses Now everyone wants it and the government is saying Shut up and take this 60 effective vaccine,1
1271322724544024576t,      Id be fine taking it next year after more time for thorough study if COVID hasnt mutated to such a mild state as to be irrelevant by then I just dont trust the rushed process  I may not have a choice tho Im a nurse Most vaccines are mandatory at work,1
1366094603724730379t,front   has good information and its important to read that the vaccine is questionable according to reports H has to make their own decision front line   has good information,0
1371279392526176256t,If you die after getting Covid19 its always because of Covid19  If you die or get seriously ill after taking the covid vaccine  its never because of the vaccine  Those people were really old  dontcha know  CovidVaccine coronavirus COVID19Vaccine,0
1365693668103962624t,  the vaccine doesnt stop transmission,0
1355256033048981505t, Whats the point of a Covid vaccine passport when its been proven that you can still catch and transmit Covid This doesnt make sense anymore We should be coming to resolution yet are still talking about this and that,1
1346962746563170307t,Shyte you not My husband has threatened me saying that if I dont have the Covid vaccine he wont take blood pressure meds I told him Id rather be dead than to be forced into doing anything I dont believe in I have told him Covid19 is a scam and you have fallen for it,1
1338416774451064832t, At this very moment  Singapore just approved Pfizers vaccine and it will be STRICTLY voluntary Im still scared Our cases have been almost always 0 since October,1
1353019726826409986t,   Mandatory RNA injection to be able to travel I dont all it vaccine because its not a vaccine coming under Biden,1
1307861534006276097t, You can bet the farm the 1 that rule Western Nations Governments wont be partaking of the Monkey Virus based AstraZeneca Covid19 Vaccine that has already 2 reported serious spinal cord sideeffects,0
1376942306088091655t,  Please join  in seeking to block any kind of vaccine passport in Ohio Thank you,1
1452040665991237634t, nurses study shows vaxxed and unvaxxed have the same viral load and shed it the same Also again recent data is showing the highly vaxxed countries are showing the biggest infection rates either this is a mechanism no understood or the vax does lessen symptoms  the 3n,0
1364922132749299716t, Thats fantastic to hear everyone should follow your stance vaccine passport is bullshit,1
1297503646695829506t,Weird youd think the people whove been telling us well need to give up our basic constitutional rights and submit to whatever vaccine can be cobbled together quickest exempting anything Russian would be happy Trump has some kind of announcement to make TrumpsVaccineIsALie,1
1342715611030429697t,Thats the point The United States has been crushed for almost a year straight now w a communist takeover in disguise of public health Trump is selling Moderna vaccines instead of pitching a plan to reverse course This election drama might be to crash the Electoral College,0
1354788132319866881t,   Add to that we are seeing people who had the vaccine over 4 weeks ago in ITU with Covid pneumonitis so maybe stop unethically enrolling people in a clinical trial they didnt consent to Start following the research and science and role this vaccine out properly,0
1364541606863527936t,I hope so  Do not think I am anti vaxxer  But I am sorely angry at half a dose Pfizer being rolled out without trials or Tests  Add when the reactions to vaccines are being downplayed or supressed  It alarms me  Especially whe seeing this gov supports Eugenics ,0
1317141014797152256t, Biden cant stop groping kids cant remember where he is wants to force mandatory untested covid vaccines on us and just got caught covering up his sons international crime by abusing his position as VPbut yea OrANgE mAN bAd ,1
1253363713647788035t,  Still a concern A dr relative said Chinese reporters shouldnt be near Pres or VP Personally dont like Pres  VP together Other concern is if they push them to take a vaccine in the fall There is no way in hell I would let them inject me wanything  protect,1
1344278693548589056t,Thats right  everybody run and get your vaccine  US Nurse Tests Positive Over A Week After Receiving Pfizer Vaccine Report  NDTV ,0
1349344267165167618t,DALEK IS SHOCKED SHOCKED THAT SINOVAC WOULD LIE ABOUT THE EFFECTIVENESS OF ITS COVID VACCINE WELL NOT THAT SHOCKED ,0
1375233760979873799t,  Fake Doctor  Radiologists arent doctors They are cave trools Sitting in a dark room never touching a patient Brags about being rewarded as a vaccinated health worker Like he ever was at risk from attending infected patients  A total clown who brings shame on Boltfam,1
1320337992305827840t, Great  Let us fight for our freedom Say no to Mandatory vaccine let us be strong because difficult times in relation to this must come,1
1340027448478609408t, NO Just continue 2 wear your mask  suck it up The rest of us will go about our lives If we feel bad well ask our doctor 2 prescribe HQC zinc  a zpack Stop expecting the vaccine 2 cure you It wont You will likely get covid19 at some point in your life Treat it,0
1375157231801528328t,Scientist to FDA You Are Ignoring Clear and Present Danger Associated With COVID Vaccine FDA officials Pfizer executives and media Dr Hooman Noorchashm warns many more will die needlessly from COVID vaccines korona rokotus ,0
1302677075837542401t,    Fine Every official that thinks so lines up first waits 30 days for it to kick in then all get exposed to a VERY active case of COVID to see if in the next 2 weeks that it  worked properly Or if you get the more severe cytokine storms seen with the SARS1 vaccine attempts  ,0
1278025193928232964t,  I wouldnt be so blase about that the way  is going every will be forced to have a mandatory vaccine or your be told you wont be allowed to to work and guaranteed you wont have any benefits either Time will tell,1
1301339449876414465t,     If u are Black brown Jews LBGT Arab muslim or handicapped beware of taking Trumps Russian vaccines intended to kill at least 2 million or more as bragged by Trump He is worse than Hitler,0
1331467199119319042t,This one woman got a big ol sore on her foot after taking a Pfizer vaccine ,0
1094294615711236096t,  Please dont be so harsh I vaccinated my children but one of them had severe allergic reactions to a vaccine ingredient  If he has children should he be forced to vaccinate them even at the risk of his children having a similar lifethreatening reaction,1
1350436733716992001t,  I have a friend who is an MD in training Hes very positive about vaccines in general but even he couldnt say it was reasonable and ethical to  Give it to children  Make vaccination mandatory  Give it to people who had a covid infection Let people decide for themselves,1
1376903266802544643t,Let me get this Straight Vaccine Passports while We allow Illegal Aliens to Cross the Border Unvaccinated   U are All a Joke Like it or Not Americans Are REBELS,1
1254694435318833152t,  You need to ensure adequate antibody testing to know who doesnt need the vaccine and ensure each individuals right to refuse without discrimination MyBodyMyChoice,1
1442095118870192131t, Vaccine Terrorism or Economic Terrorism its what the USA Engage in Explain why  allows Pfizer to have immunity and why it takes countrys assets for a vaccine that who as approved  as approved this Pfizervaccine terrorism,0
1262298810816106497t,  Shame on u Mr minister when a professor in Nigeria said he has a cure for covid19 n ur president could not approve it n u went on to buy Madagascar own And now u talking of WHO vaccine it is u n ur families that will take d vaccinesthere is no CoronaVirus in Nigeria,0
1375355783777415169t,My left ear hurts they arent going to live through that vaccine ,0
1370554102623653889t, Im going to have to pass Pfizer may have come through on the COVID19 vaccine but they continue to inflate pricesgouge on other vital medicines that people need to live and cannot survive without No Im sorry but just no,0
1347324936969453573t,Florida Doctor Gregory Michael Dies After Receiving Pfizer COVID Vaccine That Produced Sores And Caused Him To Have Hemorrhagic Stroke ,0
1332764267423162374t, Problem the vaccine tends to knock the sap out of the recipients with high fever extreme weakness etc for at least a day Essentially as bad as mild COVID  Yes healthcare workers will need to take it But can the elderly not take it  survive it  ,1
1252449534837481472t, Hard to make a vaccine cover three strains Especially considering that no one yet has made a successful vaccine for any coronaSARSMERS viruses At least that I have heard about,0
1334385344553361408t,  Not as if that Trillion Dollar Company Pfizer has paid out Billions in compensation to Vax injured kids deaths and people is it Such a caring Saviour How remiss The Idiocy is rife Good Luck with that Syringe full of Poison youre going to need it,0
1255076278430044160t, If they make a vaccine mandatory people will then theres ulterior motive,1
1264354966925381632t,COVID19 wont be cured There is no vaccine that will cure anyone An inoculation like a flu shot is also a longshot There is no preventative for any other coronavirus,0
1418578722282786822t,Former Pfizer VP Warns About the Dangers of a Vaccine Passport System Former Pfizer VP Warns About the Dangers of a Vaccine Passport System  Dr Mike Yeadon Source The Highwire Full video  All clips  Watch on BitChute Save to Favorites Please log ,1
1376645313641902082t,  Whats the point of getting a vaccine you lock it down anyway you dogs,0
1334425026611785729t,So if you are vaccinated and end up hospitalised because of a reaction you cannot sue Pfizer given protection from legal action by UK government ,0
1336448880561582080t,The government must think were stupid or something coz  theres no cure for cancer etc apparently but theres one for Covid  if they think Im getting that vaccine lol theyre mad,0
1254751729679294464t, Why is Fauchi and Gates pushing a vaccine for Covid19 that is yet to be available without any test on long term effects like ability to have healthy children for generations to come all to save humanity from a virus that does not affect more than 1 of the population Money,1
1336174059130920961t,  It doesnt save them money it MAKES them money All this fake hysteria around covid is going to have millions queue for a vaccine most of them dont really need Quick and easy money,0
1363872154211639298t,If the vaccines are safe then let the vaccine companies be liable for vaccine injury They shouldnt have any lawsuits anyways right Theyre safe,0
1297701547523088384t,The crooksll demand more than masks The lockdown already dragged on much longer than they said All deaths from the vaccine will be blamed on the virus The vaccine will be mandated so pharmaceutical companies remain in business,1
1353461881369841664t,the vaccine talk just pisses me off more than anything because yall literally have no idea what youre talking about,0
1355160707617189893t,Johnson and Johnson really trying to push a covid vaccine when their baby powder gave people literal cancer ,1
1336647552461049857t,   Pfizers latest study realized today Two people have died from CV19 vaccine trial group Also the side effects on pregnancy unknown recommend no breast feeding or pregnancy for at least a year of course its experimental most vaccines take decades of testing,0
1361038049556140034t,  Im confused  WITH the vaccine were still required to socially distance wear masks isolate as we could still spread Covid  HOW is a vaccine passport a solution when even having the vaccine doesnt keep you safe  Why  do people not see through all this,1
1375447265750491143t,   Theres no law that says that the government cant mandate that stuff  You are free to NOT get the vaccine and spread the disease in your own home on your own property The government is also obligated to get the country open and peoples lives back to normal,1
1352876025131229184t, Zionists dont want the Covid to end Millions of people are dying in vain There is a solution German government does not implement the solution I said I will tell you the solution they bloked me Germans be carefull dont get vaccinated Support me let them implement solution,0
